,xtsne,ytsne,label
38313,1.9173572,2.001213,6.0
55682,-2.9425302,3.4773717,9.0
58322,-3.2884238,3.891024,9.0
55740,-2.1500556,3.2366397,9.0
821,3.5085042,1.0848225,0.0
21392,3.6594174,-2.0352268,3.0
37115,1.524841,3.5376225,6.0
57487,-2.4500427,2.8567069,9.0
33513,1.8985362,-0.09295422,5.0
29745,-0.51063734,3.4958127,4.0
63559,4.7049313,-1.7839997,3.0
28015,-1.535247,2.7385461,4.0
69222,-2.613647,0.13763887,9.0
2761,4.9839683,2.6546898,0.0
50216,-0.48152882,-2.3735876,8.0
9884,-2.856125,-2.3330235,1.0
24782,-1.0788313,1.9700176,4.0
9279,-3.1886978,-3.3309977,1.0
5581,5.299024,1.1085527,0.0
57762,-2.2701442,4.214941,9.0
56865,-2.682242,4.685144,9.0
61473,-1.1739371,-4.244608,1.0
4603,5.973204,0.8896932,0.0
28631,-1.2101805,2.3564618,4.0
10545,-3.5539186,-2.820004,1.0
14879,-0.39559674,-0.020346263,2.0
53496,0.8657242,-1.2231069,8.0
50279,3.4533968,-1.2110373,8.0
60223,3.7490635,0.62536556,0.0
39568,3.0879908,3.820759,6.0
16213,-0.028975546,0.21039039,2.0
15243,-1.2293433,-0.27606425,2.0
52778,-0.28585678,-1.4917392,8.0
19960,3.3493347,-3.447641,3.0
8365,0.04864421,-4.746458,1.0
66786,2.5817006,3.3407238,6.0
54416,4.114882,-0.91295683,9.0
32859,3.3833349,-0.44192943,5.0
12083,-1.9675025,-4.3808928,1.0
50256,1.527787,-2.662241,8.0
26877,-1.4050006,4.031179,4.0
62968,-1.429856,-0.43434212,2.0
35171,0.6618709,1.2593502,5.0
18698,2.5277898,-3.068482,3.0
32413,3.1395645,-0.13398069,5.0
34046,1.9458864,0.009053336,5.0
18121,0.07691434,0.5400663,2.0
24664,2.9263449,-2.4754846,3.0
41890,2.4365022,3.0990803,6.0
46666,-4.1208444,1.4210974,7.0
44204,-4.716092,0.039643507,7.0
7931,-0.114798844,-4.920565,1.0
57136,-2.8996143,1.4459579,9.0
53390,0.1627468,-3.4238925,8.0
1357,3.4835792,0.75408816,0.0
23140,2.2508738,-3.1860797,3.0
7608,-2.5993197,-3.478043,1.0
46563,-5.124659,2.1281726,7.0
30795,4.0592003,-0.9786476,5.0
28421,-1.3780665,3.895614,4.0
60651,3.881704,0.4670877,0.0
12250,-3.036965,-2.2502553,1.0
17465,-1.03792,-2.0732627,2.0
21445,3.9908552,-2.806789,3.0
60264,3.8760839,0.47367153,0.0
31247,1.4016644,0.09578695,5.0
31792,1.659591,0.7134762,5.0
23144,1.808591,-1.2460155,3.0
9260,-3.1875865,-3.930807,1.0
48946,0.23562063,-3.3569148,8.0
1430,5.3320613,0.48901588,0.0
27292,-1.7623631,5.1955566,4.0
20155,3.122505,-3.5010715,3.0
47462,-3.9522035,-1.2582787,7.0
53435,-0.06424784,-3.1920407,8.0
45825,-4.9658623,1.9506212,7.0
45090,-3.7923975,-0.13859582,7.0
3108,3.5704896,0.58895946,0.0
64953,-0.25329182,2.7663548,4.0
66020,0.9717218,0.24797396,5.0
30892,1.0338436,-0.07241328,5.0
42146,-4.9316454,2.2026916,7.0
52914,-0.18932839,-2.4378376,8.0
24835,-1.4832824,5.0116,4.0
25342,-1.3712872,4.1308823,4.0
59695,2.5593894,-1.514509,9.0
19868,0.65041983,-0.8171026,3.0
22585,4.0642657,-2.4032896,3.0
8205,0.7345409,-5.023835,1.0
68018,0.9542137,-1.6688278,8.0
20698,3.7113903,-3.3688169,3.0
16318,-1.0443836,-0.9181303,2.0
49516,2.907258,1.0587234,8.0
16298,-1.4530671,-1.5605298,2.0
9940,-3.2164164,-2.3916788,1.0
52059,0.33871555,-1.4424504,8.0
19315,2.2446842,-2.951955,3.0
7241,-0.84329,-4.530267,1.0
37018,1.1370742,2.551959,6.0
14349,-1.1419497,-1.4132893,2.0
48648,-0.336118,2.3003578,8.0
53550,-1.6715665,-2.6828735,8.0
9533,-1.3404026,-4.790588,1.0
4400,5.7672195,0.88598466,0.0
39946,1.2880284,2.3767855,6.0
63189,4.55691,-2.4315078,3.0
37988,2.253187,4.246203,6.0
7447,-1.2857006,-4.7595816,1.0
18570,-0.31653902,0.07464197,2.0
39576,2.3515086,2.6330683,6.0
50691,3.557533,-1.24915,8.0
43385,-3.3266208,-1.2076094,7.0
27491,-2.0378108,4.909486,4.0
15055,-1.3515003,-0.36209393,2.0
52924,0.3056192,-1.9235708,8.0
19327,2.602539,-3.4971883,3.0
24721,2.7577302,-3.600467,3.0
56423,-2.7544544,-0.6832453,9.0
32041,2.8350825,-0.3239119,5.0
17138,-1.5842575,-0.774418,2.0
31252,3.9741035,-0.8249968,5.0
6140,-1.8083769,-4.550283,1.0
11173,-3.4186683,-3.294781,1.0
10190,-3.4186182,-2.3856587,1.0
19030,2.7608984,-2.8439748,3.0
12843,-0.716201,-0.6786571,2.0
61271,-2.6267943,-4.2173095,1.0
62552,-1.6751803,-0.0842151,2.0
33956,1.5406408,-0.43294674,5.0
47449,-4.0258546,-1.1067948,7.0
5432,4.529943,2.3435416,0.0
13972,-0.11544491,0.03462442,2.0
66262,2.6578317,3.3239791,6.0
62768,-0.22069785,0.6669852,2.0
24808,-1.2731595,3.0648744,4.0
30507,-1.1283594,1.9337244,4.0
38755,1.9113578,3.9750123,6.0
6223,-3.6534345,-2.7618735,1.0
31364,1.5719786,0.012884274,5.0
41469,1.9468491,3.1393957,6.0
53427,-0.08893884,-2.9423738,8.0
41383,1.2666807,3.7785099,6.0
10792,-0.90578926,-4.567928,1.0
70,4.7196264,1.7871778,0.0
17572,-0.27764636,0.34905085,2.0
65382,1.761854,0.2345456,5.0
35596,3.1981053,-0.54255784,5.0
59127,-2.0568798,2.6074646,9.0
49341,0.23141189,-2.7944999,8.0
49490,0.93081456,-3.0761163,8.0
62242,-0.1670478,0.004395725,2.0
11022,-3.589291,-2.6824706,1.0
40022,1.1227274,3.414257,6.0
60427,4.7516203,2.964037,0.0
1730,4.542599,0.08022879,0.0
13281,-1.2687205,-0.79871875,2.0
69395,-2.7456822,4.5704265,9.0
43709,-2.7768686,-1.4556828,7.0
44806,-4.43858,1.1540154,7.0
18026,0.3449334,0.55733764,2.0
19971,1.2193086,0.33738098,3.0
15309,-1.4083136,-0.6292574,2.0
46695,-5.4514184,0.37489676,7.0
13540,-1.2797008,-0.70486724,2.0
21114,0.8185135,-1.5900607,3.0
21405,1.6773012,-1.4782944,3.0
64003,3.352145,-2.6013813,3.0
23755,3.5136151,-2.5481105,3.0
50852,1.6216074,-2.1875725,8.0
8023,-1.9677174,-4.5576706,1.0
36934,2.2812932,2.1544724,6.0
53253,0.3329413,-1.884481,8.0
38717,3.124925,4.6034045,6.0
65971,1.7144363,0.16073798,5.0
5642,4.928798,1.8794899,0.0
45409,-4.5539155,1.9499564,7.0
34514,3.351369,-0.3896894,5.0
5083,5.3864093,0.7036157,0.0
44127,-3.9659977,0.22540957,7.0
66783,2.0264058,3.6135828,6.0
59185,-2.5044475,3.8669567,9.0
16894,-1.4914699,0.06945879,2.0
7468,-3.1339386,-2.384644,1.0
27399,-1.3155541,1.6123399,4.0
28325,-1.5813195,2.2606437,4.0
56675,-3.149918,3.1749115,9.0
41297,2.6156354,1.6835845,6.0
33801,1.8436671,0.4570529,5.0
48509,1.4739587,-3.3092558,8.0
44284,-5.244324,-0.9724196,7.0
69531,-3.1444793,0.3797038,9.0
47553,-3.4655387,-1.6807129,7.0
30451,-1.2124928,1.9435139,4.0
30567,-2.1537726,-0.30069786,4.0
44299,-3.609289,-1.4362922,7.0
39772,2.0184634,2.3004656,6.0
45220,-3.4903598,-1.4483225,7.0
33690,1.7377956,0.69117165,5.0
48275,0.07913748,-3.1054316,8.0
53402,0.8956713,-3.1853595,8.0
24487,2.3214197,-2.2398634,3.0
52209,0.81428075,-2.9138763,8.0
53900,0.675197,-3.0290713,8.0
50735,0.053709153,-3.3186026,8.0
15526,-0.8824079,-1.4633197,2.0
32348,3.0521069,-0.92588717,5.0
56716,-2.7337584,4.8772855,9.0
23432,-3.0941708,-1.3280395,3.0
22860,2.414824,-1.9973097,3.0
33920,1.7057613,0.48773253,5.0
69194,-2.6919389,2.713283,9.0
66757,3.4553587,4.3736196,6.0
26827,-0.24132879,3.4139886,4.0
1222,5.4521713,1.281028,0.0
65873,1.5083151,0.48141855,5.0
50686,0.049086355,-1.6569709,8.0
51340,1.4766474,-3.2489412,8.0
43564,-4.1495023,-0.9704888,7.0
19418,2.002427,-2.2121704,3.0
49305,0.668611,-2.703521,8.0
27007,-1.2454935,3.1522202,4.0
9088,-2.336634,-3.2916918,1.0
4808,4.3477964,1.8060539,0.0
39519,1.775832,2.6938999,6.0
58596,-2.9913933,3.253482,9.0
50789,0.92555934,-3.0331566,8.0
1303,3.812078,2.06221,0.0
27458,-0.3710183,3.399626,4.0
52044,-0.8185241,-2.4523304,8.0
64924,-1.8775365,0.4609426,4.0
65807,0.47142833,1.6344072,5.0
36975,1.781617,2.3296964,6.0
33541,3.6312485,-0.5076431,5.0
65627,3.4213333,-0.65188193,5.0
67769,-4.787955,0.07243325,7.0
28906,-0.38439947,3.3836925,4.0
63397,3.1852033,-1.6621221,3.0
69148,-3.2456994,2.968696,9.0
64099,3.1301832,-3.4123683,3.0
24285,1.4074435,-1.7452575,3.0
51533,-1.2120396,4.9502687,8.0
42809,-3.9388795,-0.23687664,7.0
42217,-5.4360204,0.13170876,7.0
30166,-1.2618783,1.7205755,4.0
17475,-1.2320704,-0.14293224,2.0
60026,3.869117,0.7041798,0.0
20003,4.366949,-2.2832942,3.0
6952,-2.082789,-4.3202558,1.0
48909,0.4232734,-2.3426507,8.0
15702,-1.0140437,-1.4764954,2.0
55644,-2.9617524,0.55469376,9.0
1154,5.8626175,1.0108762,0.0
8468,-1.3840737,-4.641226,1.0
8637,-1.7537235,-3.8926244,1.0
7949,-1.2945976,-4.2654724,1.0
68543,-0.36647627,-3.2275898,8.0
14859,0.08354855,-0.63854975,2.0
17510,-1.7599518,-0.6807475,2.0
59347,-2.975662,0.04204792,9.0
32537,1.0600863,0.62308574,5.0
56928,-3.328218,0.73531485,9.0
52286,0.7494188,-1.5092521,8.0
32688,3.947713,-0.76001084,5.0
49172,0.029869089,-2.5527027,8.0
59081,-2.39528,3.595767,9.0
6241,-2.752146,-2.2660625,1.0
57894,-1.7622371,4.759943,9.0
30284,-1.1709099,1.950712,4.0
67315,-4.589914,0.4093414,7.0
8280,-2.0707889,-3.837472,1.0
12544,-1.875163,-4.6295733,1.0
19701,2.8446867,-1.5207638,3.0
57600,-2.718414,1.5721756,9.0
11139,0.16576983,-5.1115384,1.0
55122,-2.9948535,1.2979989,9.0
69518,-3.3909354,1.9184583,9.0
8689,0.06602859,-4.989963,1.0
26776,-1.3929234,1.7464972,4.0
23911,3.47004,-2.2007024,3.0
41350,2.4882877,3.3846464,6.0
32321,2.1290324,0.07423466,5.0
10307,-0.3565589,-4.9884505,1.0
7422,-0.87882286,-4.5352793,1.0
64420,-1.7304696,4.4114075,4.0
55826,-2.2623243,4.008814,9.0
38695,2.8798401,4.438361,6.0
57618,-3.373298,3.8175318,9.0
67454,-4.8790164,0.012714665,7.0
40873,1.1124724,2.1452096,6.0
47662,-3.7184787,-1.097824,7.0
16710,-0.27945954,0.18303326,2.0
47283,-5.0116467,1.8322946,7.0
41043,1.6636101,3.1443698,6.0
2741,6.0302463,1.2687765,0.0
47124,-5.648362,0.33811826,7.0
47790,-3.2164726,-1.532864,7.0
33978,0.63058054,1.1584502,5.0
32904,2.5275357,-0.0810798,5.0
50848,0.682737,-3.4565682,8.0
58252,-0.59382904,4.7180424,9.0
19448,2.131229,-2.0538666,3.0
79,4.805781,0.48859555,0.0
39699,1.1725528,2.667443,6.0
42539,-4.789081,-0.92217106,7.0
33199,3.1599553,-0.50115013,5.0
13739,-1.2078009,-1.8317244,2.0
40722,1.6862066,1.889386,6.0
44775,-4.091842,1.0831933,7.0
43573,-4.5176005,-1.0128812,7.0
31675,2.4717898,0.055220928,5.0
2155,3.1838973,1.0934727,0.0
40739,1.9940847,4.24802,6.0
14708,-0.9140732,-1.3934866,2.0
67143,-2.2511284,2.3042445,7.0
64383,-1.4025315,1.940793,4.0
34798,0.7246909,1.3651329,5.0
4457,5.7458024,1.2898867,0.0
3224,4.850337,0.16179684,0.0
8296,-2.8339434,-1.9864354,1.0
39752,2.9985952,4.5632076,6.0
38789,3.1577523,3.6652095,6.0
66708,1.5697727,2.94588,6.0
31453,0.51962364,1.6653998,5.0
49340,0.020865899,-2.6069434,8.0
1194,4.9985337,1.7084812,0.0
2669,4.2035794,0.65791583,0.0
62140,-0.14712772,0.08979748,2.0
17179,-0.46202293,-0.24056551,2.0
18405,-1.3981788,-1.5507244,2.0
51186,4.660151,-2.066906,8.0
3014,4.37426,1.2451471,0.0
15035,-0.9310905,0.16403887,2.0
51484,0.47179487,-2.6784816,8.0
261,4.0423765,3.1907792,0.0
24173,2.7545917,-2.5781207,3.0
56210,-2.7170317,1.9070117,9.0
8654,-2.860898,-3.8751607,1.0
60049,5.462602,2.1454773,0.0
23802,4.127943,-2.3095293,3.0
47873,-4.710996,2.9041028,7.0
42812,-4.6534967,-0.48393068,7.0
5523,6.0182705,1.3671855,0.0
27533,-2.5821733,2.859728,4.0
31734,4.186991,-1.0963874,5.0
64252,-1.823768,-0.271826,4.0
31445,4.446303,-1.1304051,5.0
43362,-5.3655486,-0.45281872,7.0
49451,0.15444304,-3.3606899,8.0
13047,-1.3914461,-1.7818714,2.0
973,4.380599,2.7356327,0.0
27130,-1.5386511,0.871715,4.0
50036,-0.6277817,-2.3764224,8.0
30133,-1.3769182,1.8783517,4.0
64101,2.2501538,-2.46714,3.0
13151,-0.4479447,-0.41916165,2.0
10580,0.4807614,-5.1759186,1.0
31366,1.8720303,-0.10370796,5.0
48337,0.069930345,-3.1162503,8.0
41334,2.309728,4.061154,6.0
22145,4.551243,-2.0292442,3.0
31505,1.8881094,1.000688,5.0
20847,4.584197,-1.7848197,3.0
3546,4.9870157,2.783289,0.0
52854,0.066575676,-2.9524658,8.0
57933,-3.5732746,1.0869063,9.0
46803,-5.48526,1.1871772,7.0
64838,-1.2878379,2.2839315,4.0
46237,-3.5621817,-1.5455374,7.0
44816,-4.970642,-0.8098685,7.0
46625,-3.255523,-1.406602,7.0
11743,-1.1585133,-4.9821577,1.0
28143,-1.0529901,3.7822413,4.0
48016,-4.853194,-0.80105823,7.0
19699,2.9284499,-3.0846415,3.0
5789,3.072944,1.0787102,0.0
1306,5.457761,2.4310908,0.0
43492,-4.5994062,3.029449,7.0
9185,-3.3723402,-3.2939544,1.0
39896,2.1528213,1.755464,6.0
48642,0.89738727,-0.75509715,8.0
11480,-3.1747565,-3.6225657,1.0
64782,-1.1207473,2.1696591,4.0
34115,1.7806426,0.62747496,5.0
51082,3.1368048,-1.8965726,8.0
62110,-2.9977293,-2.2421665,1.0
36653,1.9083732,2.9185297,6.0
165,5.2143865,0.44143438,0.0
10839,-3.3194404,-2.861078,1.0
59729,-1.8372049,5.058531,9.0
10870,-3.740484,-2.884684,1.0
35852,3.1855965,-0.301709,5.0
44878,-5.1902204,1.6958839,7.0
37267,1.7348051,1.9586648,6.0
268,5.14047,0.7118875,0.0
52682,5.6028547,-0.12925982,8.0
22071,3.7299361,-2.917029,3.0
58694,-3.098311,1.8809308,9.0
23191,2.5488348,-2.9967089,3.0
15364,-1.0967604,-1.1106411,2.0
18470,-0.9490721,-1.4159421,2.0
33470,2.324359,-0.008648109,5.0
53377,-0.25696433,-2.8231285,8.0
45965,-5.2048106,1.8579091,7.0
38371,2.7514222,3.6418338,6.0
27250,-0.73461133,2.4531476,4.0
19232,1.2975934,-1.8531924,3.0
48833,0.008160384,-3.3810203,8.0
36024,1.5208296,3.1183307,6.0
67101,-4.249259,0.14370929,7.0
5102,4.004708,0.4173268,0.0
44679,-3.222868,-1.3567587,7.0
50372,-0.14249858,-2.1005518,8.0
6265,-3.263622,-2.5931194,1.0
69348,-1.8429725,4.7276306,9.0
26075,-1.2409929,1.7291013,4.0
65963,0.48903984,1.7225174,5.0
46210,-4.411666,1.0703093,7.0
23536,3.9606326,-1.9680284,3.0
10528,-3.3181732,-2.7021236,1.0
41523,2.8285003,4.0076733,6.0
68461,1.1205411,-2.0469575,8.0
48738,-0.26130202,-3.1795735,8.0
27946,-0.5478992,2.7886777,4.0
33866,0.8166587,1.1335123,5.0
49760,1.15879,-3.4147804,8.0
34985,3.7011757,-0.60411483,5.0
27676,-1.4526,4.042583,4.0
54798,-3.1206756,2.5133543,9.0
3528,2.9963033,1.8993126,0.0
31753,3.907518,-0.89764977,5.0
45888,-3.5117266,-1.6285685,7.0
35936,1.7221246,0.7000116,5.0
14193,-0.18982144,1.2323235,2.0
15972,4.1307015,0.30934516,2.0
46557,-4.191196,0.75941396,7.0
49554,0.5395399,-1.861143,8.0
39464,1.3010135,3.185934,6.0
7808,-0.898086,-4.595833,1.0
37070,2.6656723,4.0037136,6.0
20744,2.6593523,-2.0271106,3.0
35153,2.7355182,0.19082533,5.0
1905,5.319668,2.294736,0.0
44849,-5.1292686,1.8228762,7.0
11604,0.13159063,-5.1844783,1.0
5197,4.8150005,2.8491142,0.0
24705,2.3907375,-2.5300145,3.0
32644,1.6181892,0.32334518,5.0
26204,-1.1148163,2.5377421,4.0
17418,-0.82664126,-0.73560506,2.0
25799,-0.45635647,3.3711646,4.0
58904,-3.463566,1.1573527,9.0
46009,-3.7820067,-1.6353631,7.0
66260,1.6125306,2.2279491,6.0
1035,5.1209397,0.30965608,0.0
35251,4.460708,-1.2713743,5.0
38865,1.2155299,3.416361,6.0
7869,-1.6190516,-4.7186728,1.0
54363,-2.69124,2.7445312,9.0
18094,-1.0380874,-0.51425654,2.0
58759,-3.273622,3.262519,9.0
7465,-3.6651113,-2.6604512,1.0
5698,3.046098,1.1334809,0.0
12143,-2.3540108,-3.9912794,1.0
27164,-2.2116747,0.034916624,4.0
44316,-4.459021,-1.5992875,7.0
68765,0.47798607,-3.2864137,8.0
12900,-0.17280807,1.195723,2.0
51562,0.3208698,-1.6612786,8.0
68012,-3.4889698,-1.364302,7.0
42068,-3.726435,-1.4401195,7.0
43560,-4.8496585,-0.903826,7.0
22850,2.9465947,-3.4129565,3.0
33121,2.1678312,0.5057598,5.0
50507,1.3648963,-2.527771,8.0
69091,-2.8997815,-0.2331403,9.0
49428,-1.9146887,4.159927,8.0
2210,4.2775884,2.3628345,0.0
20134,2.1154706,-2.0497394,3.0
42683,-4.7605515,1.2618088,7.0
43033,-4.832995,-0.2757708,7.0
51858,0.29656133,-1.7415905,8.0
55443,-2.9082065,-0.11521094,9.0
37547,1.5197364,2.3527515,6.0
54124,-3.0794888,0.5766091,9.0
43546,-4.990168,2.3208532,7.0
3485,0.29197755,2.6999123,0.0
22267,2.0174568,-3.0432127,3.0
16713,-1.3115765,-1.5921714,2.0
33222,1.9396709,-0.0040589646,5.0
36194,1.8651441,4.3956723,6.0
62380,-2.6419644,-2.030611,2.0
41116,3.3624985,4.4323215,6.0
68727,0.37033343,-3.0107594,8.0
12245,-0.863032,-5.114484,1.0
21980,3.041239,-2.5658677,3.0
11935,0.7100557,-4.9683113,1.0
459,3.7477086,0.65926486,0.0
17658,-1.0559158,0.55834436,2.0
7381,-3.5321732,-3.451744,1.0
58289,-2.8578699,-0.33563676,9.0
37586,2.6330745,2.6945379,6.0
48971,1.4456064,-2.738186,8.0
13462,-0.61975574,0.050370503,2.0
34619,4.3870487,-0.9611415,5.0
36396,2.8689294,4.019239,6.0
6807,0.09365095,-4.869248,1.0
26314,-1.2345397,1.3278955,4.0
26736,-1.5196924,1.357849,4.0
11035,0.7183863,-5.003606,1.0
56500,-2.6147716,4.288531,9.0
64356,-1.5631406,4.4859457,4.0
26029,-0.7753578,4.4687395,4.0
55190,-3.6392057,2.0653162,9.0
24925,-2.9741936,4.1943116,4.0
10876,-3.3431783,-2.5381699,1.0
42869,-5.216983,-0.978734,7.0
56539,-3.1741474,0.9014519,9.0
1713,4.5371313,2.2550385,0.0
56377,3.4741516,-1.9982939,9.0
53621,-0.09706846,-3.3541958,8.0
6857,-2.4793465,-1.816107,1.0
44331,-4.747813,2.499677,7.0
52541,4.8313475,-0.6716681,8.0
2276,3.962728,0.97863597,0.0
39337,3.0826793,4.100095,6.0
4743,5.6884127,1.8784443,0.0
63071,-1.1774178,-0.87079597,2.0
63944,4.4562926,-2.4155638,3.0
47218,-4.4801426,0.09269566,7.0
54402,-3.048978,3.1110835,9.0
69373,-2.645024,3.0494168,9.0
64929,-1.4072809,2.0239587,4.0
23322,3.1654682,-2.294174,3.0
16293,-1.1573036,-0.7246472,2.0
54289,-2.688091,1.9148529,9.0
46327,-4.7422166,-0.8770399,7.0
12801,-0.89916,-0.7744569,2.0
55250,-2.912572,-0.09797063,9.0
45934,-5.0266194,-0.43516976,7.0
52700,2.0884051,-2.5140045,8.0
7571,-1.588376,-4.3280654,1.0
60329,5.825667,1.7293777,0.0
53546,-2.124906,-2.086039,8.0
19043,1.8089491,-2.106152,3.0
46616,-4.258359,3.157347,7.0
22249,3.5838635,-2.7210188,3.0
50520,1.2920858,-2.888756,8.0
1704,3.583836,0.5449072,0.0
10114,0.90938836,-4.7588625,1.0
61021,-0.22553125,-5.16169,1.0
57303,-2.4242,2.294391,9.0
37211,1.1806495,2.8983088,6.0
12958,-1.5966899,-1.7297351,2.0
32686,2.4313974,-0.035203338,5.0
34850,1.2762315,-0.02462515,5.0
46930,-4.878287,1.1612295,7.0
66595,1.6075487,4.2079606,6.0
29784,-1.2423823,3.2475286,4.0
51683,0.74912506,-2.4116607,8.0
3420,3.5657585,2.1512082,0.0
8210,-0.097886994,-5.2907333,1.0
9876,-1.6583037,-4.7856164,1.0
11753,-0.94864804,-4.728701,1.0
47065,-3.8331394,-1.389684,7.0
51444,1.3781302,-2.5879865,8.0
51118,0.37374732,-0.50755394,8.0
52654,-0.49371046,-2.6497905,8.0
13788,-0.8797123,-0.6431434,2.0
18225,-0.2830546,0.20497854,2.0
51044,0.78992325,-2.0428908,8.0
43946,-3.5351672,-0.61879194,7.0
49860,1.0368847,-2.578722,8.0
14874,0.07964563,-0.26192433,2.0
17080,-1.3200412,-1.8899251,2.0
55585,-3.1421645,0.9807085,9.0
1370,4.033505,0.5741794,0.0
926,4.609531,0.550476,0.0
45310,-2.7383451,-1.7271688,7.0
49472,2.7416131,-0.8477502,8.0
42293,-3.8147347,-1.2905742,7.0
23872,2.7236624,-2.6225345,3.0
4312,5.599467,1.7596215,0.0
42641,-5.5043645,0.06895602,7.0
69681,-2.9743915,3.1016135,9.0
14378,-0.17409456,1.2450573,2.0
10612,-1.3090204,-4.730489,1.0
36084,1.7869425,3.2041786,6.0
51904,0.14705756,-2.6036732,8.0
53234,-0.44663757,-3.1470628,8.0
48530,1.4793851,-2.6883821,8.0
42676,-5.396521,1.6785,7.0
23679,3.634172,-2.893037,3.0
38805,3.035032,1.1624912,6.0
21728,4.261738,-2.9340193,3.0
10039,0.112475075,-4.746831,1.0
24526,4.032502,-2.5202615,3.0
18983,2.7616484,-3.5608435,3.0
6246,-2.977432,-4.007045,1.0
37655,3.3996837,4.168777,6.0
14781,-1.2912254,-1.881648,2.0
17733,-0.5352182,-1.3341347,2.0
47825,-3.8265712,-0.034187824,7.0
16229,-0.6895432,-0.39653566,2.0
30774,2.3679109,-0.3088073,5.0
51134,-0.30035657,-2.4995244,8.0
58715,-3.517125,1.2194725,9.0
48582,0.64945006,-1.8750297,8.0
57445,-2.3494556,3.167926,9.0
65271,3.2052858,-0.5176309,5.0
69469,-3.270931,1.6706501,9.0
64633,-0.40076032,2.541778,4.0
57364,-2.7528775,1.7087814,9.0
28247,-1.7895887,3.4632885,4.0
61201,-1.9708024,-4.3068786,1.0
16661,-1.4343057,-1.4367282,2.0
21208,1.3665893,-2.65062,3.0
61173,-0.8815397,-4.521791,1.0
8323,-1.3992542,-4.9432135,1.0
49487,0.8834279,-2.9495018,8.0
28968,-1.5779958,0.7365997,4.0
27679,-1.7615622,4.29674,4.0
15661,-1.0842903,-1.601425,2.0
17351,-1.2112306,-1.6084553,2.0
19744,2.999777,-1.4548098,3.0
30489,-0.9116293,2.9889548,4.0
66731,1.1710423,2.5270514,6.0
25662,-2.4623559,0.010187497,4.0
20125,2.4636626,-2.8025236,3.0
59832,-3.159154,0.41207102,9.0
15064,-1.4649298,-0.25313413,2.0
50780,1.3369325,-2.0456407,8.0
17878,-1.1908349,-1.8914266,2.0
28601,-1.5259637,4.536297,4.0
60954,3.8729954,2.2496328,0.0
65331,1.2462127,0.3296339,5.0
54003,0.06605085,-3.3415627,8.0
67576,-5.0177155,-1.445801,7.0
42998,-3.700815,-1.5513486,7.0
23408,3.4186854,-3.3854885,3.0
12619,-3.5577655,-2.8595483,1.0
11221,-1.5936769,-4.6854625,1.0
65340,1.3992125,0.29059625,5.0
51097,1.7520385,-1.7073202,8.0
43985,-5.5590463,0.7601641,7.0
67894,-4.1079884,-1.3314835,7.0
38574,2.6449225,4.469546,6.0
21253,1.7085836,-3.0557864,3.0
63072,-0.87727964,0.027057713,2.0
69315,-1.8092877,4.939925,9.0
41375,2.0894408,1.5756977,6.0
29549,-1.7991343,0.7409793,4.0
35899,3.2674458,-0.4182745,5.0
24503,2.1134949,-2.5591183,3.0
16262,-0.81275845,-0.6236148,2.0
48128,-3.4768405,-1.5249264,7.0
20559,4.2860513,-2.456301,3.0
5034,3.1980498,0.9213789,0.0
40078,1.9575762,4.319448,6.0
40688,0.9851313,3.3167417,6.0
38426,1.2459838,2.2425022,6.0
31046,3.3954916,-0.5454007,5.0
59823,-3.3093326,3.6322706,9.0
46279,-5.6080456,-0.044053238,7.0
23128,2.7880003,-3.323877,3.0
33917,1.0706109,0.80707896,5.0
21951,3.2825084,-1.82309,3.0
43907,-4.760994,2.866184,7.0
18979,3.9670758,-3.1465075,3.0
17232,-0.3439811,0.018890448,2.0
13549,-0.18213077,0.28207383,2.0
30855,1.4158795,0.3629971,5.0
10477,-2.088427,-3.8828804,1.0
8718,0.4951836,-5.1657405,1.0
14687,-0.5244508,-0.45643303,2.0
21357,-3.2139513,-1.0284804,3.0
63942,3.0112913,-3.2503166,3.0
69970,-3.3460124,1.0619806,9.0
51886,0.54138756,-1.8841141,8.0
47342,-2.7663636,4.0661917,7.0
38898,1.7801973,3.0234995,6.0
60672,3.5803154,0.8307665,0.0
13971,0.37079552,0.4104122,2.0
67292,-4.8723073,0.29321688,7.0
11486,-2.8241694,-2.0463161,1.0
40237,3.20042,4.29748,6.0
3143,5.240185,0.07527811,0.0
60146,5.4189415,1.5978261,0.0
7533,-3.405567,-2.7014515,1.0
9925,-0.6545445,-5.0511355,1.0
21052,4.12341,-2.2522278,3.0
1985,6.046542,1.3327986,0.0
40018,1.0987463,2.802192,6.0
10341,-3.5664191,-3.4269204,1.0
44221,-5.025535,2.1147056,7.0
54338,-1.5467601,3.9855018,9.0
18209,-1.3975929,-0.5435979,2.0
1878,4.2018323,0.9246002,0.0
61680,-0.90647554,-4.7789917,1.0
49124,1.0832031,-3.427946,8.0
32131,0.59615684,1.5853964,5.0
59941,-2.8106327,4.1279516,9.0
59264,-2.9892032,0.321493,9.0
51807,-0.57276624,-3.0956976,8.0
33570,4.2315664,-0.90324664,5.0
63877,4.293977,-1.6494311,3.0
9722,-1.485356,-4.3103695,1.0
3136,5.1083612,0.1889212,0.0
2087,4.524606,0.9100765,0.0
38765,2.9550526,3.7900054,6.0
11199,-3.5408175,-2.9673321,1.0
6687,-1.4806634,-4.6760044,1.0
60152,3.2070367,0.868916,0.0
67064,-4.395369,0.9590091,7.0
