,xtsne,ytsne,label
53571,-0.21502583,0.9125609,8.0
6559,-3.8082385,3.887228,1.0
62384,7.330035,1.7359173,2.0
65860,-0.052394204,-3.7063513,5.0
18279,0.6270809,4.478578,2.0
61702,-2.3646688,3.054344,1.0
50971,0.1589378,1.0405818,8.0
64605,-5.2207184,-1.8132054,4.0
12981,2.0085692,6.434914,2.0
13514,0.11419265,4.221038,2.0
44639,-6.951325,-1.1020555,7.0
34474,0.79938483,-2.3233743,5.0
12698,2.2751274,6.96618,2.0
30128,-0.6083537,-4.3576064,4.0
16817,2.5212023,6.243871,2.0
37887,6.289727,-3.8068497,6.0
48992,-0.008839352,-0.49801525,8.0
18414,1.9497437,5.966694,2.0
12205,-2.31355,2.813738,1.0
55322,-2.1862245,-2.6770205,9.0
10283,-2.408193,2.626795,1.0
5055,6.380339,2.9091876,0.0
20524,2.401243,1.5934516,3.0
10186,-4.0155144,6.4109707,1.0
57715,-4.8733773,0.6431167,9.0
68178,-0.5726352,0.3030211,8.0
50798,-0.2928248,0.61583644,8.0
21881,3.857623,3.0630043,3.0
20724,2.5579908,1.7591709,3.0
10840,-4.6504235,5.3220754,1.0
67957,-4.841401,-2.0383325,7.0
45290,-2.863378,0.79828936,7.0
59717,-2.7696347,-3.2877355,9.0
7487,-3.19545,7.2793508,1.0
51623,-0.090698294,-0.29902944,8.0
28650,-1.2907542,-4.8825603,4.0
20627,2.204074,3.176442,3.0
40380,5.9059596,-4.076585,6.0
37503,3.7739723,-3.8087373,6.0
40073,4.031218,-1.5832413,6.0
13722,1.0297291,7.3693547,2.0
50689,2.3070605,-0.1799182,8.0
51318,-1.2631532,1.5828972,8.0
58478,-4.972601,-0.23847574,9.0
35064,4.3336616,0.5706372,5.0
57013,-2.020447,-4.2925878,9.0
7951,-2.135109,1.9358765,1.0
23471,4.095401,1.3050653,3.0
29996,-5.338428,0.46034306,4.0
41804,4.082392,-5.047477,6.0
6298,-2.7072713,1.4998424,1.0
24164,3.8484395,2.8405843,3.0
32859,3.5944338,-0.82220805,5.0
69311,-1.2052903,-7.4006143,9.0
40484,6.206818,-3.8922276,6.0
38136,4.7209783,-4.957368,6.0
48437,3.28919,0.78982955,8.0
68420,-0.40037757,-0.481554,8.0
24883,-4.4475927,-3.2173085,4.0
3306,6.290843,-0.18222873,0.0
13337,0.5621199,5.262069,2.0
8268,-2.6305168,3.7961686,1.0
31404,4.2724986,-2.5356202,5.0
39838,4.280741,-5.0317445,6.0
35403,3.1064155,-1.2773775,5.0
61663,-1.1973568,-1.15023,1.0
39457,5.706269,-4.5686893,6.0
4464,6.2664237,2.548054,0.0
39934,2.0646188,-4.802823,6.0
37691,6.8710194,-2.743321,6.0
59254,-1.2867393,-7.1552224,9.0
32749,2.1135788,-1.6031231,5.0
64113,2.7484376,3.0165184,3.0
30386,-1.7793536,-3.8710806,4.0
35548,-0.25317132,-3.729643,5.0
32677,3.4071698,-0.44998392,5.0
19735,2.5173876,1.819481,3.0
56923,-4.4138947,-3.0278075,9.0
69426,-2.6142654,-3.4458025,9.0
22596,2.0608027,2.3313363,3.0
29384,-4.191844,-5.5670805,4.0
59638,-4.584422,-0.778879,9.0
46971,-6.4286594,3.1358821,7.0
24418,2.9532568,2.070871,3.0
67701,-5.9014125,1.6459631,7.0
14432,-0.13781363,4.354891,2.0
1898,8.064654,0.45614907,0.0
42130,-7.5133743,-1.4260216,7.0
12827,-0.37063923,5.9922986,2.0
29531,-3.6191566,-0.35454643,4.0
3895,6.373709,-1.4488508,0.0
55944,-1.2971125,-6.2041125,9.0
20581,3.4121013,1.597075,3.0
26803,-3.1946108,-2.7823095,4.0
26044,-5.747639,-0.7420033,4.0
36496,4.6164484,-3.535543,6.0
48727,0.6742888,0.9837713,8.0
4337,5.345517,0.53524727,0.0
6416,-4.7941475,5.065619,1.0
40003,4.8244243,-5.3893867,6.0
46910,-6.945905,1.7883039,7.0
28068,-4.6532693,-1.7685648,4.0
68557,2.898174,0.35831466,8.0
903,6.0267997,0.67335635,0.0
17799,1.2845986,5.7030835,2.0
43194,-7.269872,-1.9073819,7.0
6580,-2.089083,0.16383669,1.0
6749,-3.1374044,2.4112031,1.0
63531,4.1869183,1.6712546,3.0
57630,-5.1906304,-0.059782196,9.0
27079,-1.6880032,-7.3456035,4.0
48074,-6.581826,-3.8507197,7.0
22206,2.2655985,1.6041545,3.0
44257,-5.680678,2.4454896,7.0
45343,-7.0060253,-2.2722707,7.0
59721,-1.9291826,-5.121985,9.0
56931,-1.4860927,-7.373288,9.0
18832,4.0542197,3.817642,3.0
31670,3.152255,-0.75877845,5.0
58234,-2.3849695,-2.5786102,9.0
7831,-3.1673684,7.2740717,1.0
37855,1.7648908,-3.8642242,6.0
34686,1.2530077,-3.243241,5.0
7444,-3.6679316,2.8237462,1.0
49132,-3.7692552,2.719662,8.0
59965,-4.0954385,-3.7932074,9.0
46843,-4.7068596,2.4216936,7.0
12342,-3.1316204,1.6916194,1.0
36048,5.3407297,-4.865404,6.0
23232,2.4539766,3.872315,3.0
29277,-3.1087015,-2.2776136,4.0
13684,1.5431633,5.9711814,2.0
46215,-7.191156,2.5493643,7.0
19852,1.6506916,4.2957315,3.0
50329,-0.49001428,2.0415614,8.0
68498,0.61008394,0.42464808,8.0
23962,2.9303274,3.4359663,3.0
7786,-3.965998,4.295757,1.0
21338,2.481177,3.2022173,3.0
21047,1.6811486,2.9077833,3.0
43619,-7.737145,1.4248707,7.0
24861,-4.4026594,-4.3160176,4.0
41990,-7.4663677,1.6082935,7.0
45990,-5.434081,2.3092442,7.0
17075,2.3540869,6.975875,2.0
39331,4.6762304,-5.468765,6.0
507,6.8148184,-0.24133295,0.0
39338,2.0006895,-4.865639,6.0
65980,3.229362,-1.0822229,5.0
10225,-1.3119842,-3.534007,1.0
27322,-2.5186186,-5.973041,4.0
53389,0.15295455,1.2801133,8.0
32001,1.2443508,-2.1045218,5.0
38060,1.6266363,-4.8009553,6.0
36414,4.3738537,-3.4234204,6.0
27608,-5.343546,-0.65501946,4.0
62301,-0.932355,4.3012357,2.0
35364,2.653851,-1.1469097,5.0
54208,-1.2955798,-4.0881577,9.0
31918,-0.026025405,-2.7716212,5.0
48994,0.4259154,1.4063195,8.0
33291,0.17609762,-3.5493386,5.0
11341,-1.2698128,-0.946174,1.0
9,5.6596737,0.75459564,0.0
50306,0.6263758,0.83968866,8.0
67036,-6.2619095,-4.1645675,7.0
49111,2.4038446,-0.09188443,8.0
10485,-2.7492132,3.88848,1.0
19182,2.284086,2.4199727,3.0
57267,-1.2934086,-7.0949535,9.0
23871,3.3947415,1.5479475,3.0
28536,-4.5957556,-2.4159691,4.0
51365,-1.057574,-2.05032,8.0
40153,6.029161,-3.444065,6.0
32045,4.303489,0.7911836,5.0
25888,-4.89124,-2.4362733,4.0
7289,-3.5191617,2.0539715,1.0
67208,-5.87745,-2.3778121,7.0
40435,3.3166513,-3.9640243,6.0
16518,-1.011106,4.5280857,2.0
58859,-3.4872375,-1.4156308,9.0
58097,-4.7297597,-1.3409685,9.0
13284,0.82640666,7.180444,2.0
4732,7.434624,-1.4716023,0.0
57529,-3.122444,-2.0346267,9.0
67434,-5.279245,1.681813,7.0
27887,-3.0810928,-7.000352,4.0
19995,3.491726,2.4733832,3.0
38029,3.1939127,-5.6511755,6.0
45509,-7.706395,-0.98973626,7.0
41870,5.8270626,-4.2405677,6.0
5700,6.1338816,1.0700326,0.0
24315,1.8627704,3.2322752,3.0
48708,-0.5735753,1.5665927,8.0
29759,-2.821903,-4.50265,4.0
22690,3.847121,1.9754962,3.0
19822,1.6153486,4.8438015,3.0
47311,-3.7716954,6.9304214,7.0
8466,-4.6506763,4.6977463,1.0
51608,-0.5666392,0.7997133,8.0
58539,-1.8911049,-6.4130235,9.0
28587,-2.146737,-2.5834439,4.0
18326,1.8175455,6.8915224,2.0
12941,-1.0142095,3.6899116,2.0
26264,-3.660988,-5.730763,4.0
41829,5.980245,-4.1721687,6.0
68312,1.3619137,0.54090375,8.0
48434,1.3796961,0.12481587,8.0
60361,5.4823465,-0.29756767,0.0
65136,-4.657009,-0.2538488,4.0
30334,-4.434989,-2.3814304,4.0
42975,-4.1650887,-1.6570644,7.0
68265,0.19435003,-0.17844184,8.0
14507,2.536889,7.2087007,2.0
58972,-3.0144525,-2.3391774,9.0
33471,2.6409488,-2.025579,5.0
67517,-6.595255,-0.40989962,7.0
51108,4.0866046,1.1174446,8.0
12222,-4.068626,4.532737,1.0
11771,-3.6788177,2.8610814,1.0
39098,2.503613,-4.9636326,6.0
32143,2.9152899,-1.2977996,5.0
1434,7.645241,1.8463674,0.0
19930,3.36886,2.2043874,3.0
62713,0.7066674,6.79553,2.0
3967,6.5826893,1.3533939,0.0
26338,-3.4830792,-0.6442604,4.0
43546,-6.3758526,-3.8956337,7.0
18291,-0.662682,4.598988,2.0
48082,-6.7054186,-3.6145406,7.0
2397,4.8190255,-1.5865248,0.0
68460,-0.48765844,-5.459583,8.0
69581,-1.6428008,-5.690381,9.0
2076,5.943557,2.190602,0.0
69085,-4.6000013,1.0275781,9.0
9483,-0.41739425,4.5827312,1.0
13033,3.5711014,5.6354847,2.0
14903,-0.69317603,5.295196,2.0
12397,-3.419411,7.1742253,1.0
61471,-2.2211843,0.32723126,1.0
49498,0.48011026,-0.8426402,8.0
31466,3.4647036,-0.164247,5.0
37930,1.7234739,-5.3442535,6.0
32830,3.727415,-0.6991541,5.0
46768,-7.7016544,1.4230865,7.0
10324,-4.353173,5.9971104,1.0
29945,-4.749466,-2.853696,4.0
10169,-3.3046677,6.3913574,1.0
14554,-0.53100824,4.507333,2.0
16953,0.33517912,4.750466,2.0
27621,-4.329434,-3.8259466,4.0
35124,0.039030965,-2.528559,5.0
16959,2.2320006,7.4091535,2.0
53837,0.59719265,0.49371916,8.0
31509,2.2764628,-2.404644,5.0
17338,0.418627,4.563443,2.0
52841,1.7543774,2.3329458,8.0
54834,-3.0344963,-3.7801871,9.0
4377,7.768941,-0.7946205,0.0
25280,-2.4796104,-4.900488,4.0
5088,6.324474,-1.0460011,0.0
11380,-1.511895,-0.31845376,1.0
25644,-4.128014,-1.2902235,4.0
25262,-1.5544318,-3.4720438,4.0
23262,2.710927,1.2492453,3.0
31389,2.1685603,-1.2453969,5.0
42540,-5.940702,-2.9725733,7.0
44178,-6.9051003,0.41336507,7.0
269,6.410071,-0.39726526,0.0
38691,4.2759805,-5.0614448,6.0
50735,-0.39091098,0.5360279,8.0
21419,3.1584241,2.9022717,3.0
38006,2.733773,-5.1751413,6.0
38775,5.495676,-4.494194,6.0
64768,-4.030321,-4.7617683,4.0
308,6.444602,1.8223165,0.0
42217,-7.4620924,-0.13894083,7.0
35903,0.51241654,-3.3611898,5.0
11680,-2.3058612,1.3601112,1.0
17941,1.9047536,6.7375107,2.0
31801,2.2042165,-1.0341513,5.0
10818,-1.6810455,-0.06718767,1.0
5555,4.8982177,-0.87482315,0.0
40620,6.87606,-3.2945306,6.0
23235,3.022044,0.919852,3.0
21465,2.7857096,1.5603418,3.0
7174,-4.1923027,6.285117,1.0
5632,5.471455,1.5350398,0.0
68930,1.1795728,1.3847543,8.0
17035,0.87506217,6.0322967,2.0
68402,-0.08067805,-0.31716236,8.0
9707,-3.0740733,5.661856,1.0
26741,-5.032781,-2.1823173,4.0
17091,1.9214797,5.4588223,2.0
37946,4.589155,-4.615672,6.0
56364,-4.3210206,-1.886844,9.0
56012,-2.9546235,-3.016268,9.0
56081,-4.5320473,-0.74454653,9.0
44344,-6.5907307,-1.12508,7.0
8222,-4.279649,4.9432487,1.0
34234,-0.19329067,-3.7361608,5.0
11243,-2.6930828,3.5060296,1.0
11284,-2.4655898,3.2939289,1.0
46583,-7.6025615,-1.9262806,7.0
26812,-2.2747746,-7.2455277,4.0
36290,3.6685069,-4.6946173,6.0
36139,3.1137044,-4.5829606,6.0
44765,-3.9074297,0.96066093,7.0
32902,0.3017945,-1.7479796,5.0
39085,4.16988,-4.7317934,6.0
14710,0.037445538,7.6014433,2.0
29540,-2.005062,-7.132214,4.0
1666,7.1228213,-0.75239414,0.0
4196,7.349131,0.32293594,0.0
11529,-3.1853635,4.305972,1.0
63222,2.2898083,1.489821,3.0
33858,0.65875757,-3.3505034,5.0
11958,-2.6346962,1.4520361,1.0
55930,-3.5835004,-3.926666,9.0
28593,-3.407443,-4.06382,4.0
41446,1.8927935,-4.662282,6.0
55151,-2.7752495,-3.2123475,9.0
16565,4.7554145,-6.0378237,2.0
54937,-2.3641524,-2.5506117,9.0
51260,0.795926,-0.8492316,8.0
36618,2.6594257,-4.1603107,6.0
38656,6.331717,-4.0751143,6.0
57274,-2.5871873,-2.2241642,9.0
51221,3.3070247,1.1277523,8.0
26468,-3.1869125,-2.0780628,4.0
18467,0.66773486,4.2537084,2.0
58728,-3.1490726,-0.68119293,9.0
34497,-0.007327781,-1.9646679,5.0
3253,6.52814,3.111214,0.0
17000,-6.125754,0.8208387,2.0
68727,0.3858005,2.6950345,8.0
69177,-1.6205409,-3.1247773,9.0
12437,-1.8636622,-0.2036365,1.0
24880,-4.515093,-4.492251,4.0
37437,3.1985953,-4.9753184,6.0
58270,-2.2213764,-4.753986,9.0
47248,-7.5863647,1.3425943,7.0
18612,1.4904541,6.929344,2.0
19573,-0.9423154,-1.7866343,3.0
12765,2.247582,7.3310905,2.0
24626,2.02239,3.6755238,3.0
23641,4.0483294,1.4427726,3.0
17847,-1.430565,5.3477273,2.0
34408,1.0994031,-1.7022142,5.0
66968,1.848114,-3.9973254,6.0
29030,-3.664955,-2.039347,4.0
13536,-0.86786616,5.1835485,2.0
54775,-4.4223,0.3940603,9.0
13905,-0.99391526,5.114824,2.0
40240,6.2695274,-4.10409,6.0
15782,1.9628087,5.3007417,2.0
6868,-2.1840217,1.1343981,1.0
42381,-7.413274,0.7907386,7.0
57335,-1.8373557,-6.916935,9.0
10380,-2.963263,2.2092845,1.0
41771,5.19629,-3.8118672,6.0
45337,-3.6257722,2.1360447,7.0
13495,-3.5130053,6.576446,2.0
26999,-5.164479,-3.7330978,4.0
7961,-3.3280084,2.7290592,1.0
51587,-0.969811,2.122066,8.0
36101,1.5909702,-5.4203444,6.0
46836,-5.9636717,-3.0007133,7.0
52501,0.6987435,1.8313152,8.0
60679,5.8684344,1.5153495,0.0
14835,-1.3385715,5.8916035,2.0
55061,-2.7726426,-2.1230645,9.0
44137,-6.2966,0.44868672,7.0
65527,1.7893597,-1.6240911,5.0
60730,6.2573576,1.74656,0.0
46480,-2.4788747,-4.8081474,7.0
37788,2.8832028,-5.4102125,6.0
39011,1.8806584,-4.432509,6.0
53285,-0.19956185,0.8728467,8.0
64420,-0.88862634,-5.7786455,4.0
6653,-4.4304,4.777583,1.0
53102,0.49685994,1.0302842,8.0
69478,-1.5268716,-4.302285,9.0
36418,4.495598,-4.3399696,6.0
34614,3.7611132,-0.17626296,5.0
69450,-2.4717975,-4.2147794,9.0
62741,-0.95276344,4.8495526,2.0
4479,6.4901805,1.6746255,0.0
45798,-5.445504,-3.5626318,7.0
18477,0.92156065,6.501728,2.0
25538,-3.2003553,-3.8667092,4.0
43381,-5.003507,3.4159362,7.0
42025,-6.4797425,2.465079,7.0
68022,-0.2252326,-0.2689349,8.0
22733,3.2875078,2.4019902,3.0
53027,-2.1081893,1.2948089,8.0
16408,-0.96661365,5.3012,2.0
57202,-5.4495077,1.7407671,9.0
4537,5.009512,-1.1407224,0.0
61441,-2.7246253,1.1723329,1.0
8254,-2.3676314,2.109223,1.0
24022,2.3016434,1.093216,3.0
20436,2.555411,3.7729602,3.0
18817,3.0958095,3.830578,3.0
32255,-0.17470028,-3.7104332,5.0
35874,-0.0322811,-3.7507398,5.0
28705,-5.794119,-1.6568421,4.0
48717,3.7263794,0.2705008,8.0
24025,1.426383,2.7710164,3.0
40627,2.3111823,-5.0925817,6.0
52527,-0.72197825,0.66789734,8.0
46059,-6.5767307,2.0130825,7.0
13918,-2.7046702,4.582693,2.0
11135,-4.1242237,5.0954814,1.0
54938,-4.8352385,1.2764224,9.0
26829,-2.6350677,-1.3922436,4.0
30518,-4.7968535,-2.4787643,4.0
19264,2.5806644,3.8617,3.0
8010,-1.9231331,0.15366203,1.0
30755,0.009664736,-2.5925689,5.0
35827,2.256832,-1.6020796,5.0
41317,4.8264637,-3.5937357,6.0
48729,-0.3359585,1.9587498,8.0
28709,-5.7482057,-1.6670184,4.0
48820,-0.12684597,0.100845486,8.0
27903,-4.135268,-6.101267,4.0
64214,-1.7782484,-3.5855927,4.0
47058,-6.515764,2.599788,7.0
46633,-6.3920684,0.9670565,7.0
10046,-3.0192251,1.1510924,1.0
34320,0.22111112,-3.573827,5.0
47907,-7.657957,-1.0053546,7.0
34188,3.2163556,-1.1005179,5.0
26103,-4.94696,-3.7903306,4.0
29254,-5.4759912,-0.114411525,4.0
69264,-4.570224,-0.27396327,9.0
31497,3.4042294,-1.531339,5.0
59533,-1.3391337,-4.6209726,9.0
19631,2.769907,3.7231386,3.0
63232,3.7109058,3.33635,3.0
10839,-4.295097,5.117823,1.0
52633,3.8696976,3.7610326,8.0
19036,3.7797787,4.256253,3.0
66188,6.3063474,-3.483467,6.0
35742,3.0691824,0.16553883,5.0
14354,2.1150534,6.2377644,2.0
34548,-0.34019372,-3.620717,5.0
58339,-5.0702767,0.9490215,9.0
23623,3.882192,2.8194487,3.0
51952,-0.10988013,0.7024941,8.0
28846,-0.8480973,-4.7104535,4.0
40056,1.9970019,-4.8581033,6.0
21242,4.459516,2.4049175,3.0
34274,3.2769408,-0.54694223,5.0
41048,3.6764328,-4.4923544,6.0
29789,-4.0101295,-1.8284934,4.0
20979,2.0039673,3.766401,3.0
53323,-0.1928519,-0.11046851,8.0
2551,5.0683923,-0.95532715,0.0
50254,4.1021276,0.8793338,8.0
40402,4.472605,-4.2996716,6.0
12919,1.029113,7.046677,2.0
21803,2.961016,1.654475,3.0
47082,-6.178895,2.6951313,7.0
26570,-3.112252,-6.286383,4.0
21683,1.6702977,4.2878165,3.0
8137,-2.3959374,2.881024,1.0
1501,6.1540394,-1.6879596,0.0
66285,5.233096,-4.994609,6.0
1292,6.3328295,-0.662479,0.0
45136,-3.0040448,-1.9441011,7.0
2885,6.571243,-0.45525923,0.0
34988,4.407073,0.64573044,5.0
52737,-0.41052723,0.2501708,8.0
31758,0.6668921,-3.7069135,5.0
54648,-1.3381281,-5.257317,9.0
7816,-4.1852713,4.7971687,1.0
61674,-2.2977195,2.414231,1.0
52088,0.97488624,0.27653804,8.0
12094,-1.749856,0.13008702,1.0
29752,-3.9605575,0.33503368,4.0
39593,3.4414687,-5.351197,6.0
17873,0.30322704,3.6313965,2.0
51551,0.10509983,1.6413165,8.0
49658,-0.12480507,2.150307,8.0
40697,3.4222243,-3.3234737,6.0
28052,-2.4026766,-6.622585,4.0
54926,-2.4674802,-2.3695772,9.0
65805,0.063508555,-3.616631,5.0
10913,-1.3053836,-0.9311126,1.0
16018,0.47621578,4.954252,2.0
5731,5.0079565,-0.04051991,0.0
17661,2.0299633,6.191395,2.0
6185,-2.7477767,4.1626086,1.0
36098,-2.0660152,1.6887566,6.0
50441,1.3475852,0.21117145,8.0
15109,-0.6108368,6.704653,2.0
4612,6.12863,-1.593574,0.0
40897,5.51093,-4.806868,6.0
64012,2.3317564,2.198135,3.0
3878,5.9400225,-0.9829034,0.0
42158,-7.569583,-1.1697488,7.0
25976,-5.4390497,1.1420895,4.0
42873,-5.979999,1.6687489,7.0
51958,0.35483873,1.1198045,8.0
32102,2.9321918,-1.4861907,5.0
67406,-7.0872793,1.4784083,7.0
54305,-4.7836685,0.7399183,9.0
53395,0.05875521,0.73657376,8.0
14989,1.4973023,7.150842,2.0
58273,-2.97648,-1.3745471,9.0
66669,5.2415395,-4.789731,6.0
11104,-2.8100421,2.6835306,1.0
60741,5.6493716,-0.851563,0.0
55382,-2.4051704,-4.3918953,9.0
50227,-0.44734058,1.7872379,8.0
16719,2.2135866,7.252868,2.0
28008,-2.90849,1.0237395,4.0
40940,2.4921818,-4.757922,6.0
54569,-5.266648,0.6351095,9.0
52886,-0.77894634,0.95081216,8.0
20946,2.6767514,2.4315672,3.0
47968,-5.975216,-4.214257,7.0
45917,-5.4324474,1.3503339,7.0
15094,-0.8368111,5.4127407,2.0
46016,-7.463205,0.28959188,7.0
16390,1.9204417,7.2433257,2.0
45269,-3.9913385,3.0090537,7.0
34640,1.9454423,-2.4865737,5.0
45489,-6.791338,-2.3970494,7.0
49317,-0.17244254,0.1613698,8.0
25585,-3.633477,-5.674716,4.0
10835,-2.9873793,4.518787,1.0
10274,-2.3039343,2.013883,1.0
12846,-1.4881439,4.636119,2.0
24152,4.150458,3.8077078,3.0
23231,2.0831873,1.3956052,3.0
14883,1.0285752,6.8923826,2.0
15280,-0.5422003,5.952266,2.0
6259,-3.1424637,3.5867395,1.0
21342,2.8875165,3.3256063,3.0
66877,3.8387687,-5.405964,6.0
60427,7.9926662,-1.4564116,0.0
36261,2.6687407,-5.6581717,6.0
11480,-2.8503022,4.7679505,1.0
56518,-3.318949,-3.415269,9.0
61404,-1.4648551,-0.7344351,1.0
37982,3.0370922,-4.804474,6.0
26544,-0.9998293,-5.1068954,4.0
67931,-6.8244348,2.7566018,7.0
15571,0.66098815,4.169562,2.0
5346,7.9780736,-1.2198573,0.0
42204,-6.2330246,2.6538088,7.0
23254,3.585901,2.9936872,3.0
5386,6.4472017,-0.27145308,0.0
43588,-6.786991,1.5066935,7.0
17542,1.0033408,5.553403,2.0
37137,2.0190854,-3.9340758,6.0
297,7.3785753,2.5704217,0.0
20271,1.5644636,-1.9257197,3.0
2447,5.561167,1.4337835,0.0
33660,3.1173615,-1.6828735,5.0
49907,-0.6188585,-0.5805664,8.0
34036,4.046483,-0.77224845,5.0
40437,5.164237,-4.7987638,6.0
11513,-3.5918987,6.660793,1.0
12680,-2.2858984,3.1674643,2.0
68230,0.96083546,1.083302,8.0
61181,-2.3293712,0.46835375,1.0
53533,0.7105016,0.48985693,8.0
41863,2.9376452,-5.0855308,6.0
63312,1.7307175,0.28293204,3.0
6378,-4.360066,5.398933,1.0
58472,-3.2727728,0.020476587,9.0
27796,-3.3381577,-2.8750122,4.0
57658,-1.4396079,-6.250987,9.0
31920,2.341988,-2.2996624,5.0
34048,-0.60760087,-5.0579324,5.0
12605,-2.7001073,2.3460567,1.0
57113,-3.8917565,-1.3524395,9.0
52548,0.99314076,-0.7815849,8.0
20528,0.6993172,-0.6637717,3.0
25370,-1.7150319,-4.734354,4.0
21062,2.2121296,1.4127485,3.0
40451,3.625516,-3.9189546,6.0
59381,-1.2186772,-6.829567,9.0
12119,-3.374653,5.0972557,1.0
34607,1.0119262,-2.628524,5.0
45802,-5.502775,-2.8457286,7.0
20988,2.810479,0.2595081,3.0
23956,3.3066423,1.9229194,3.0
17377,0.26982284,6.4871736,2.0
63131,0.0037586913,5.009387,2.0
13999,0.88262445,5.7111917,2.0
59883,-5.069892,0.8153547,9.0
6424,-1.8994948,-0.11058475,1.0
18059,1.8268383,6.792803,2.0
57995,-4.433167,0.49090582,9.0
63540,2.7076101,2.6510758,3.0
34880,2.715108,-2.4723163,5.0
60503,8.002708,0.15370832,0.0
40420,2.539801,-3.982737,6.0
40203,4.0902085,-4.4364758,6.0
39726,2.0827916,-5.021101,6.0
31845,2.6530664,-1.3391579,5.0
46228,-7.084864,2.2576222,7.0
41950,-4.577276,1.8759305,7.0
49541,1.9458342,2.6656866,8.0
68973,0.28187758,0.09843227,8.0
45801,-7.663767,-0.89113134,7.0
36899,3.8933103,-5.508303,6.0
63085,-0.8301363,6.4796486,2.0
26891,-3.8441372,-5.029575,4.0
16549,0.1656804,4.4416285,2.0
65043,-5.558423,-2.7847261,4.0
68522,-1.321402,-1.5384426,8.0
5746,8.210839,0.9863665,0.0
58193,-4.0804024,-0.7191188,9.0
36168,5.2057257,-4.3367257,6.0
30057,-3.0218613,-1.9804358,4.0
12305,-2.695797,1.4379599,1.0
44258,-5.735525,1.771138,7.0
35493,0.83082235,-2.3314433,5.0
40745,5.7734222,-4.346076,6.0
2430,7.7512393,2.3191392,0.0
24463,2.3881836,4.459415,3.0
45123,-7.323749,0.74253803,7.0
33567,2.7857199,-1.7856953,5.0
57166,-3.2621045,-5.773744,9.0
42121,-2.580868,-1.1584355,7.0
56834,-3.0823734,-4.54695,9.0
63366,3.985872,2.7997801,3.0
22626,2.8310301,3.4246557,3.0
52953,-0.6826012,2.046618,8.0
2608,8.012057,-0.13455641,0.0
24876,-5.6011834,-1.1540227,4.0
37451,4.3148985,-4.6648397,6.0
26818,-1.5557331,-3.546091,4.0
10786,-3.4426577,2.2767777,1.0
65495,1.2181896,-3.1900592,5.0
6763,-4.0475254,3.1661932,1.0
8190,-2.0256252,0.4793775,1.0
5131,8.074886,-0.2148852,0.0
32137,-0.031582892,-3.7106957,5.0
46188,-5.3863034,-0.60808307,7.0
36243,4.4377217,-3.865887,6.0
12179,-3.8673046,4.5184336,1.0
49698,1.0347914,1.9153293,8.0
1188,7.686535,-0.8753003,0.0
57476,-3.6524107,-2.8938093,9.0
66332,1.7487571,-3.9149985,6.0
65991,-0.24458808,-3.6367056,5.0
58587,-4.5294847,-1.4506252,9.0
56310,-1.4574213,-6.09874,9.0
46469,-1.1927359,-4.6725945,7.0
29907,-5.686575,-2.0465968,4.0
42091,-4.569061,-1.3169343,7.0
12141,-3.2264156,5.6049776,1.0
16802,0.8784849,6.356098,2.0
5900,5.6322975,1.373642,0.0
29387,-1.8660308,-3.4634311,4.0
63914,2.4814234,0.85856193,3.0
15877,0.37228155,4.4226594,2.0
44768,-5.938013,-3.4335551,7.0
25797,-5.6351857,-1.3068992,4.0
18004,1.6606015,6.2935205,2.0
10200,-2.0675514,0.42739093,1.0
12400,-4.0077467,6.5579214,1.0
43828,-6.063812,2.8938751,7.0
20487,2.6344419,3.0041065,3.0
9048,-1.3513943,-1.0111942,1.0
69045,-1.8773445,-6.7443557,9.0
61590,-3.159281,5.034073,1.0
58754,-3.7483487,-4.266745,9.0
69353,-1.5613813,-6.7745414,9.0
11152,-2.8939292,1.6430318,1.0
7903,-3.9914987,5.3306003,1.0
42817,-5.4811983,2.358593,7.0
46217,-7.071864,-1.4757295,7.0
36292,3.186557,-3.595755,6.0
166,7.2783766,0.09525123,0.0
47068,-6.6813297,3.0897732,7.0
15749,-0.37128195,6.6945367,2.0
19006,4.264979,3.497443,3.0
5942,-2.4177022,2.8819938,1.0
69434,-4.32057,0.6022532,9.0
54284,-1.230321,-5.4426575,9.0
11965,-4.018356,4.8906984,1.0
49524,0.28054163,-0.5336121,8.0
46365,-5.228753,-2.0151045,7.0
64260,-1.084153,-7.5563245,4.0
39528,1.5473973,-4.5659943,6.0
10811,-4.0252023,6.272708,1.0
51568,1.9457392,1.0693958,8.0
46515,-6.4460855,-2.8397634,7.0
45139,-3.112375,-2.0416582,7.0
5362,5.5599284,-0.20974834,0.0
46964,-6.8784056,2.6393042,7.0
16901,0.06631556,4.575853,2.0
57408,-1.1094474,-7.3813467,9.0
55373,-5.3193283,0.7283144,9.0
6748,-3.3928797,2.2939007,1.0
30158,-4.67922,-3.970275,4.0
33719,-0.33326203,-3.656037,5.0
47864,-6.5497885,-0.329266,7.0
38543,4.328999,-4.6546474,6.0
8302,-4.572233,5.163666,1.0
10629,-1.8931894,-0.17921786,1.0
18011,2.4841697,5.8543606,2.0
60813,7.3541217,2.728148,0.0
49387,1.8626206,0.96219206,8.0
28123,-5.0982866,-3.0664105,4.0
31031,2.8152275,-1.0729251,5.0
1621,7.676707,0.7948261,0.0
48133,-6.3243523,-4.5059466,7.0
32810,0.87853223,-2.808276,5.0
45568,-7.388489,1.7823576,7.0
33625,0.256483,-3.5534816,5.0
