a,xtsne,ytsne,label
48022,-2.8092701,8.541825,7.0
63589,7.7716856,-2.9744556,3.0
57099,1.9576902,5.0783877,9.0
64445,5.371294,4.943063,4.0
52090,-1.2001358,0.12380433,8.0
69119,5.205245,2.9599533,9.0
48307,2.1933565,1.9576004,8.0
20297,6.8452764,-2.1828947,3.0
14779,-6.751466,-2.3893251,2.0
64048,3.4639616,-5.021683,3.0
50661,3.3911567,0.69621557,8.0
48831,1.1226878,-0.6825906,8.0
35681,5.1639795,-4.444267,5.0
48098,-2.504973,7.396203,7.0
4063,2.6910655,-7.1746116,0.0
47427,-0.47467628,10.248384,7.0
69526,1.08981,6.4833755,9.0
11126,-9.205398,3.6373901,1.0
14924,-6.6423264,-0.53292024,2.0
47584,-0.06354662,9.638251,7.0
52888,6.7098846,-0.33963463,8.0
13164,-6.7770586,-2.4575238,2.0
35204,-1.0574136,-2.5284555,5.0
46903,-2.4126272,7.7041655,7.0
62807,-6.235179,-1.8173891,2.0
63928,2.262596,-4.3333583,3.0
10705,-3.5671163,2.0243914,1.0
54233,4.005909,4.822968,9.0
23910,4.358741,-4.0563416,3.0
31373,-0.72366756,-2.5998783,5.0
61645,-4.5230007,2.631593,1.0
11749,-3.8994563,2.1056354,1.0
29318,0.64526737,6.176333,4.0
34887,-0.122215055,-2.9257731,5.0
53141,4.083101,0.17057435,8.0
44376,-1.5632223,8.712093,7.0
44808,-0.7071408,9.27715,7.0
62271,-0.97634035,-5.0354576,2.0
10089,-9.374793,3.9096725,1.0
56936,0.54213816,6.577054,9.0
2523,2.0512395,-7.0479546,0.0
22144,5.7015033,-2.4276779,3.0
35954,1.2519789,-2.334457,5.0
68187,2.7488544,-2.1467252,8.0
28946,6.1341157,2.6019258,4.0
65926,0.22606958,-1.7703092,5.0
15100,-8.055644,-0.31681123,2.0
20047,4.167018,-4.0146694,3.0
54581,8.205473,2.6817577,9.0
21551,7.938894,-3.5066056,3.0
62508,-7.1255994,-1.9451993,2.0
35387,5.218118,-6.0632434,5.0
25381,0.08101426,6.615646,4.0
41880,-4.8505974,-6.5962105,6.0
14087,-4.4312773,-0.8089733,2.0
43891,5.6528077,8.643221,7.0
18875,4.2344184,-5.5898323,3.0
21991,6.166177,-4.8531775,3.0
57300,-1.6573163,6.843331,9.0
30315,4.1718507,5.37052,4.0
19921,2.8498893,3.0369992,3.0
39935,-3.545796,-9.860616,6.0
40735,-3.8235853,-9.943333,6.0
61142,-7.4399567,4.8462853,1.0
51296,2.0023491,1.8933892,8.0
60832,3.1623642,-7.6810937,0.0
67552,3.8150296,7.938628,7.0
58464,3.6542695,5.0733805,9.0
47490,-3.4740715,9.096791,7.0
10428,-6.6466136,4.301488,1.0
28174,8.658044,4.1994896,4.0
69696,0.73928976,3.6580472,9.0
18185,-4.0794907,0.124994,2.0
8683,-8.219615,3.6838236,1.0
10470,-8.51044,3.3743682,1.0
69824,-0.0016588373,4.6344023,9.0
47431,4.1926203,8.687577,7.0
36904,-3.252627,-10.065865,6.0
47800,-1.9220475,8.115423,7.0
48507,-0.99171114,0.6280301,8.0
69428,0.61574835,4.088084,9.0
11519,-5.9279146,3.4873738,1.0
69410,8.255381,2.714708,9.0
67154,3.7383473,8.076951,7.0
50896,2.6708126,0.9180808,8.0
56040,1.9692094,3.7497032,9.0
7057,-10.000273,1.6410391,1.0
56982,7.6281986,2.7549944,9.0
4208,-0.17116745,-7.0157447,0.0
56434,3.3062956,3.1136947,9.0
69282,5.436323,3.4670591,9.0
11297,-2.7152665,3.8005903,1.0
39126,-3.5127807,-2.6485732,6.0
20892,7.7381725,-3.5823495,3.0
56835,5.677389,4.506778,9.0
57043,1.6232784,-2.9706192,9.0
39184,2.4465353,-7.682586,6.0
17585,-8.80924,-3.9498637,2.0
8051,-5.884535,3.2360094,1.0
38567,-4.1402707,-7.936492,6.0
56019,4.8978295,5.321989,9.0
6274,-3.9787135,2.1548688,1.0
9482,-5.5835342,3.7991502,1.0
49513,-0.3383763,1.2811236,8.0
23838,7.2738433,-2.8110955,3.0
17373,-8.752651,-2.821695,2.0
8853,-5.3515124,4.7903376,1.0
20817,7.6852264,-1.534125,3.0
32207,1.3758067,-1.5356812,5.0
49343,5.9013553,-6.056825,8.0
8863,-7.2067037,4.96079,1.0
68155,-1.0977927,0.65856504,8.0
31522,-1.9383957,-2.9760966,5.0
19655,5.0646873,-3.4216304,3.0
16935,-7.2743564,-2.5239315,2.0
59240,7.694015,2.6266215,9.0
1095,2.9784997,-9.159425,0.0
28817,6.11052,5.5918207,4.0
55553,4.4242206,3.6684468,9.0
3987,-1.0965085,-9.012484,0.0
8901,-5.287993,4.5789967,1.0
53917,1.5422686,1.1473455,8.0
31929,3.0625732,-0.99477243,5.0
25018,0.43190485,7.2115116,4.0
21062,6.5285344,-1.6151086,3.0
14309,-7.623938,-4.459225,2.0
21208,-2.4187279,1.4103011,3.0
66188,-3.6574006,-9.643601,6.0
61441,-3.7250984,3.4126854,1.0
1261,-0.5196478,-8.218285,0.0
59693,8.256079,2.724775,9.0
5556,0.8180181,-6.5773406,0.0
56794,5.131634,3.4324794,9.0
33894,1.7001632,-2.1431613,5.0
46718,0.6067876,9.098662,7.0
28699,-0.8751409,4.1222944,4.0
57672,8.156217,2.964309,9.0
13592,-6.8920994,0.57659024,2.0
47489,0.019331165,10.270284,7.0
23214,6.070268,-2.594702,3.0
48801,-0.73384494,0.39500412,8.0
24799,-0.1585631,4.063452,4.0
33368,3.5117984,-1.0931861,5.0
5696,-0.7222085,-5.1512794,0.0
65038,2.0754528,7.159558,4.0
60293,0.2722162,-10.748376,0.0
26123,8.616544,3.229119,4.0
28813,-0.53075,4.908275,4.0
42289,-1.5945491,9.052101,7.0
58193,0.83823293,5.0633354,9.0
64798,-0.33252078,6.0104246,4.0
58130,2.1047907,4.7263703,9.0
56770,8.784782,2.2972536,9.0
5276,-0.22249533,-6.5330877,0.0
31453,-2.2902174,-1.8692489,5.0
35356,5.6469355,-5.750485,5.0
45135,-0.5241343,9.0687895,7.0
55347,1.0354375,5.804085,9.0
47336,-10.104315,0.7448321,7.0
46766,5.51337,7.7137938,7.0
37925,-4.118457,-9.411981,6.0
60496,2.803103,-7.95687,0.0
5128,-1.3207606,-5.4471035,0.0
11018,-5.9110103,4.96848,1.0
2535,1.005492,-8.640192,0.0
26600,-0.1522748,6.9768453,4.0
67681,2.238018,8.554981,7.0
60389,0.55645865,-9.003461,0.0
43131,-3.3599565,7.232983,7.0
41883,-4.458595,-7.594956,6.0
964,2.150511,-6.568961,0.0
43547,-3.4151442,5.1114554,7.0
11255,-5.4612174,2.5105407,1.0
49774,1.352152,-0.50080526,8.0
29980,-0.41288626,4.2634964,4.0
34291,6.4491816,-5.8033576,5.0
17266,-7.489781,0.55317163,2.0
35939,-0.92307615,-3.2003276,5.0
54905,1.251103,4.970333,9.0
67054,-3.4493403,5.2112885,7.0
2510,1.3091805,-6.829997,0.0
52299,0.623269,5.9163094,8.0
33304,-1.2813009,-1.7828753,5.0
67230,-3.3760128,3.662766,7.0
3332,-0.17763889,-6.4089384,0.0
54017,0.08474682,1.4997798,8.0
39093,-3.1439323,-6.0927844,6.0
16594,-6.581713,-2.1754444,2.0
59616,3.4601738,5.44586,9.0
10667,-5.124312,4.6895256,1.0
13547,1.409115,8.345835,2.0
13071,-3.3085744,0.513112,2.0
7231,-7.390766,3.74348,1.0
50299,1.3754045,-0.87504816,8.0
55485,9.073705,2.2326481,9.0
32041,4.9364257,-1.1448971,5.0
28027,1.5680397,5.453746,4.0
52136,0.9337065,0.3436054,8.0
69062,0.6651649,6.845891,9.0
7301,-9.584777,3.0919824,1.0
39999,-4.3970556,-5.3656673,6.0
4373,2.6799443,-7.3743324,0.0
32181,1.8546544,-1.9500217,5.0
38307,-3.1851375,-4.387827,6.0
9727,-2.2844605,1.9759401,1.0
30981,5.6556797,0.9994569,5.0
65359,-0.6708553,-1.6160445,5.0
65055,6.053822,4.95831,4.0
47384,-3.6520913,5.939315,7.0
59793,8.154117,2.382892,9.0
33340,3.6202328,-1.9771688,5.0
3041,-1.1647154,-6.2869315,0.0
59391,3.8900676,7.756665,9.0
37771,-3.535815,-7.483538,6.0
30119,7.266142,4.765536,4.0
58574,2.548433,4.5734,9.0
64336,-0.5412728,5.754826,4.0
16829,-4.8093996,0.22576065,2.0
39285,-3.703724,-8.670699,6.0
45989,-0.86504334,8.6386595,7.0
14053,-4.843494,-0.7298982,2.0
20529,4.4689155,-3.5527372,3.0
38043,-3.687721,-5.192703,6.0
9846,-3.592423,3.7477884,1.0
59400,-4.432527,6.2576847,9.0
65272,2.294033,-1.7759501,5.0
58338,3.2454758,5.984664,9.0
7401,-4.5734024,4.611039,1.0
61406,-2.578495,2.5772247,1.0
26695,9.218748,3.5942116,4.0
2447,-0.58955616,-6.304244,0.0
25010,3.58723,3.809504,4.0
13754,-6.7464023,-2.8373878,2.0
45097,-6.392102,5.6703625,7.0
561,3.5294313,-8.3201885,0.0
52758,-0.63002366,1.1528565,8.0
63730,4.0453267,-5.3690066,3.0
31579,-1.0270033,-2.6619782,5.0
52890,2.7502248,-0.0963501,8.0
15508,-5.182802,-2.105474,2.0
68644,0.21194248,0.4157708,8.0
7369,-5.1827664,2.5861237,1.0
1870,0.041487273,-9.170874,0.0
17707,-7.493672,0.048441097,2.0
11715,-7.123279,3.316738,1.0
30624,3.6135268,-1.104855,5.0
4271,-0.4027838,-6.7008805,0.0
37301,-3.2814903,-4.919109,6.0
36878,-5.217637,-7.902636,6.0
25914,-10.129859,2.180023,4.0
26089,3.7918763,5.998691,4.0
27353,4.726362,3.0869591,4.0
1002,3.5396287,-9.395265,0.0
46312,-3.1878757,5.362206,7.0
58724,1.6091576,3.9858494,9.0
11789,-7.2438245,3.621348,1.0
46768,-0.62444687,10.414283,7.0
66740,-4.711703,-4.600103,6.0
10943,-5.6944075,3.4930427,1.0
31307,5.644917,1.0467862,5.0
5133,0.60515785,-10.097082,0.0
49217,2.0068736,-0.62632686,8.0
21798,7.6777353,-0.48922783,3.0
31114,-0.77626264,-2.7997506,5.0
65022,6.120691,5.816626,4.0
62788,-8.492762,-2.9054494,2.0
21041,1.7995315,-4.01867,3.0
21410,5.881936,-1.274203,3.0
32443,5.1398582,-2.3348062,5.0
54946,-0.21015202,2.6749191,9.0
27890,7.307744,3.0356345,4.0
56306,5.4048004,4.2490726,9.0
61505,-1.9333245,3.0293264,1.0
46401,-3.1404195,5.1105456,7.0
30195,3.2388115,4.381095,4.0
8445,-2.1216109,1.9938047,1.0
64943,0.8337846,4.278097,4.0
51003,6.152705,-5.146681,8.0
52264,0.6312655,0.90913475,8.0
857,0.5315149,-9.24707,0.0
24191,4.977788,-2.457486,3.0
47099,7.085178,2.7658405,7.0
764,-0.583583,-9.158538,0.0
68843,0.90203595,1.369887,8.0
51055,-0.86512816,1.4128081,8.0
40278,-4.295846,-8.853749,6.0
32206,7.7465186,-4.806487,5.0
44755,-3.3584533,3.901537,7.0
23853,6.2165647,-2.969799,3.0
50798,1.730323,0.46549615,8.0
13656,-8.144374,-2.8030717,2.0
45805,-4.893384,7.5960307,7.0
5296,3.449323,-8.263925,0.0
58872,1.9650571,4.4105115,9.0
10922,-2.0644019,2.9063716,1.0
5130,-0.16944131,-7.070807,0.0
67080,-0.5486725,8.68367,7.0
62117,-6.790424,1.4105525,2.0
52500,2.036056,0.4344282,8.0
23051,6.892969,-2.5803246,3.0
25686,2.1877596,6.6284695,4.0
24104,3.3703413,-3.3808687,3.0
59530,-0.5302823,4.780768,9.0
40591,-3.3218956,-4.1318183,6.0
68949,-0.28044248,0.28928456,8.0
63116,-3.3505182,0.6161294,2.0
67623,1.688283,10.12823,7.0
68422,6.452369,-0.11299409,8.0
2954,1.7908068,-8.012411,0.0
18581,-6.4425526,0.47925282,2.0
5921,-0.93757993,-7.8859873,0.0
60384,1.5788845,-9.609863,0.0
44222,1.8009179,8.485875,7.0
65766,-1.9200214,-2.2274792,5.0
46155,1.3841833,8.537443,7.0
33692,5.965499,-6.5368905,5.0
11247,-4.477563,3.679839,1.0
1460,1.1207267,-6.254313,0.0
22891,4.375827,-1.2225351,3.0
2908,3.4289536,-7.7859697,0.0
17477,-6.382214,-3.2141347,2.0
13053,-8.183551,-1.3134962,2.0
16227,-4.5065765,0.26602915,2.0
25207,-0.34106103,4.366199,4.0
13532,-4.1921725,0.75978297,2.0
36243,-4.417694,-7.0347157,6.0
14541,-4.8635263,-0.8811483,2.0
22871,2.4878194,-3.533036,3.0
6006,-2.7341173,2.6194675,1.0
45055,-4.3637176,7.612786,7.0
14535,-7.6605806,-2.8510842,2.0
6715,-2.4492035,3.1974947,1.0
4061,-0.27222195,-8.782841,0.0
31998,-2.8541296,-1.4435766,5.0
69302,4.9904985,-0.37617084,9.0
6188,-5.842249,1.2007099,1.0
65984,1.9757665,-2.1279843,5.0
7513,-6.6544976,5.102663,1.0
52871,3.1375287,1.1860051,8.0
6978,-7.467325,4.0683155,1.0
1495,1.0108387,-8.372824,0.0
24395,7.2581577,-1.5993134,3.0
37733,-4.3716683,-5.493631,6.0
16210,-5.5193286,-0.23088518,2.0
34579,-0.68026966,-2.0615535,5.0
34351,3.9460404,-1.4600393,5.0
68762,1.6637969,-0.04373487,8.0
1849,2.6879184,-8.887504,0.0
22570,7.1113143,-2.4813428,3.0
17604,-8.350933,-0.6499192,2.0
69417,1.9848645,3.667444,9.0
61196,-4.325316,4.5345125,1.0
51168,5.464066,-0.27723473,8.0
35810,-1.179539,-2.6883557,5.0
59381,8.635058,2.122934,9.0
43258,0.24080558,8.69739,7.0
50509,0.50653094,1.322212,8.0
18943,7.021854,-3.0556853,3.0
48974,6.169043,-6.4251204,8.0
13406,-6.1234574,0.22898819,2.0
59322,2.521541,6.203814,9.0
11775,-2.3448863,2.8260586,1.0
55363,4.4818473,3.570969,9.0
40838,-5.4628997,-6.7638693,6.0
53852,2.2147248,1.5876675,8.0
49042,0.6181356,1.2889652,8.0
34870,-2.5562897,-1.6109272,5.0
26088,-0.19443698,7.1322403,4.0
32098,2.5009801,-2.0128977,5.0
3901,1.3910117,-9.141689,0.0
64149,-1.2400266,-1.3727871,3.0
56966,2.5226624,4.1995516,9.0
53205,2.0232408,-0.3372189,8.0
13307,-8.373807,-2.8511493,2.0
63808,5.2390723,-0.63578284,3.0
13282,-7.0393305,-3.2343006,2.0
51652,5.590656,-1.1190492,8.0
50827,2.2277546,1.1023592,8.0
59858,5.9351335,4.378633,9.0
63465,7.3238564,-3.5425537,3.0
50431,-2.3728945,-3.915844,8.0
18638,6.964251,-2.4185486,3.0
49135,7.261722,-0.50425404,8.0
69561,2.1594949,6.167222,9.0
32731,-1.1726855,-3.3970735,5.0
48647,5.22978,1.0392212,8.0
66566,-5.099561,-8.513123,6.0
14844,-4.6683054,0.91054136,2.0
20940,5.1057625,0.92668533,3.0
69445,0.9864143,4.013409,9.0
38900,-5.6100507,-7.7790523,6.0
516,2.3318887,-6.722614,0.0
19805,1.939288,-3.60293,3.0
2955,-1.1684054,-8.764829,0.0
57088,5.400964,3.6605902,9.0
58521,6.144564,4.2293515,9.0
68318,3.6423044,1.291922,8.0
833,-0.6680175,-9.544198,0.0
53298,0.27458563,-0.014845315,8.0
54323,1.2815837,6.347029,9.0
64144,3.7492573,-4.2811456,3.0
34650,3.5220087,-1.5740182,5.0
40068,-3.3256764,-10.04584,6.0
9751,-7.275621,5.2254853,1.0
9293,-1.9641527,2.4034805,1.0
62808,-4.8147397,-0.90269774,2.0
48657,-0.33641014,1.8708093,8.0
35321,4.9647784,-4.7564607,5.0
61304,-3.851398,3.3581648,1.0
59040,0.09637977,4.8877063,9.0
13750,-7.2770977,-2.8986704,2.0
43620,-3.2931097,7.071109,7.0
38720,-3.4935439,-7.9420137,6.0
66805,-5.653879,-7.6749225,6.0
51276,-6.1362047,5.4515467,8.0
20926,7.452912,-3.2394335,3.0
66769,-5.6159387,-7.209867,6.0
15433,-6.6480775,-3.505809,2.0
65384,7.7304845,-5.5049424,5.0
50616,5.6753464,-0.9828912,8.0
18485,-5.943909,-0.97161406,2.0
22473,3.92455,-4.602924,3.0
3320,1.1701967,-6.575947,0.0
7746,-3.583722,3.9872983,1.0
47852,1.1636839,10.262161,7.0
51763,6.4557066,-0.4873427,8.0
615,3.1821806,-8.878632,0.0
62618,-5.65744,0.8250486,2.0
64957,-0.5726721,6.5441384,4.0
52982,2.0572712,-0.66528183,8.0
16480,-7.241218,-3.727015,2.0
1020,3.3512573,-9.461754,0.0
48481,5.035574,-0.71165156,8.0
41775,-3.1811101,-10.273079,6.0
56585,5.5366035,3.64085,9.0
23071,3.561932,-4.5120406,3.0
54388,5.9146447,3.0815778,9.0
6500,-3.0747561,3.3258567,1.0
47138,3.9274056,9.120737,7.0
38896,-5.592711,-5.878856,6.0
55297,0.93270534,5.8523817,9.0
14831,-2.6963067,5.05247,2.0
64172,4.397663,5.4492774,4.0
37886,-4.0208445,-8.761561,6.0
737,0.8339954,-6.877569,0.0
53522,6.3308244,-3.6789298,8.0
37744,-3.5216565,-9.873814,6.0
23344,7.5609922,-2.46295,3.0
17355,-4.9339247,-0.3672926,2.0
28053,0.93888533,3.8992536,4.0
53301,2.3636794,0.9622575,8.0
58884,-4.116807,7.085579,9.0
63148,4.3554144,-3.2261522,3.0
31892,7.3772144,-5.4256353,5.0
24367,6.994594,-3.3320029,3.0
25957,2.2419515,5.5994344,4.0
61003,-3.517411,3.823567,1.0
56664,6.976685,3.2445416,9.0
30797,5.504313,-6.0677075,5.0
63511,3.2961018,-4.504055,3.0
58587,0.7399533,6.1937323,9.0
52502,7.0438714,-0.47005564,8.0
35519,8.1306715,-3.962825,5.0
7935,-3.5691977,2.0269668,1.0
41239,-5.754696,-5.6394725,6.0
26095,-0.882178,7.2884207,4.0
40574,-3.969426,-7.4468546,6.0
27435,9.300643,3.877141,4.0
64232,6.5731378,4.63377,4.0
4566,3.3481922,-7.986253,0.0
64204,-0.181788,7.2667665,4.0
65323,0.6870458,-3.810888,5.0
58775,1.006408,6.258371,9.0
30986,7.7799726,-4.503387,5.0
62227,-7.5034437,-0.72233856,2.0
57348,0.9585455,5.762053,9.0
14140,-8.120013,-2.7304764,2.0
13438,-6.437847,-2.4198117,2.0
66093,-4.6522646,-4.7691817,6.0
18447,-7.7832046,-4.218242,2.0
10746,-6.7397256,3.3701715,1.0
60505,1.0338602,-9.682681,0.0
2924,1.3862276,-7.3015614,0.0
29218,8.371059,4.477212,4.0
19322,4.252113,-1.0801727,3.0
44066,-3.8074431,7.1976795,7.0
32729,3.4616618,-2.205525,5.0
16286,-5.234395,-0.14711462,2.0
44277,1.6105726,8.607517,7.0
37729,-5.344746,-7.5983305,6.0
43993,-1.1345047,9.897725,7.0
37278,-5.655,-7.729972,6.0
46542,-4.23904,5.083569,7.0
36911,-4.4071946,-6.5527215,6.0
60955,-0.45486006,-7.55257,0.0
19061,0.6202495,-3.4447868,3.0
39273,-3.508737,-5.5836244,6.0
53443,1.6704463,1.0072253,8.0
1425,0.49136645,-9.246443,0.0
39110,-4.5199046,-5.5904393,6.0
68256,3.6008651,0.8046568,8.0
46073,-0.76357853,9.180431,7.0
35887,2.6960058,-1.973411,5.0
16525,-8.207507,-2.76392,2.0
24867,4.65538,2.8653917,4.0
8920,-5.5998745,2.9218972,1.0
24401,7.490882,-2.087885,3.0
27149,6.2230544,5.681285,4.0
68509,0.78874594,0.7593255,8.0
51866,-0.8313145,0.48375756,8.0
9659,-4.002156,2.074258,1.0
55895,4.555489,3.4233053,9.0
23401,6.3224473,-3.1227171,3.0
12452,-9.36968,3.9423323,1.0
38791,-5.040071,-7.838658,6.0
66926,-4.9158907,-7.2761593,6.0
30602,-3.0077083,2.2422233,5.0
65663,2.9141498,-2.8406088,5.0
13291,-6.4134474,-2.9241488,2.0
1009,2.8910542,-7.3351836,0.0
24838,7.911925,3.661649,4.0
13912,-6.507543,-2.1703098,2.0
55074,5.5914145,5.9718614,9.0
19657,3.5064902,-3.7893798,3.0
54561,4.6622677,4.2471385,9.0
30650,7.768217,-5.350206,5.0
32659,3.232659,-2.1549342,5.0
1632,0.379287,-6.6843762,0.0
58708,-2.124176,6.5086985,9.0
55294,5.1540117,3.3303301,9.0
48677,1.5695697,-2.4041638,8.0
37,1.3338987,-8.465907,0.0
56690,2.2935596,4.138844,9.0
41517,-3.23447,-4.0918136,6.0
55148,-1.884588,6.5643992,9.0
2238,-1.1530951,-8.181094,0.0
17065,-7.8890486,-2.6637166,2.0
33260,8.430761,-2.3567352,5.0
20187,3.2850718,-5.1413884,3.0
57100,9.254789,2.4620194,9.0
66906,-3.8972142,-4.810931,6.0
18962,5.9433975,-4.5958867,3.0
34799,1.2059972,-1.7290143,5.0
31637,7.5714693,-4.7492843,5.0
8371,-2.7768457,2.7646577,1.0
5246,-0.37562642,-7.2362723,0.0
35052,3.585894,-1.5876127,5.0
43289,3.335981,8.633042,7.0
63497,4.779692,-1.8099244,3.0
36700,-3.495701,-4.386686,6.0
25293,6.66587,5.3056617,4.0
32579,3.0658712,-2.5398242,5.0
61086,-7.2390423,4.1473694,1.0
41197,-3.5193608,-3.4287105,6.0
64801,2.7981179,7.049065,4.0
21011,1.3503584,-3.9195297,3.0
23554,4.85916,-0.79529625,3.0
21370,4.348358,-4.57812,3.0
47652,-1.5527179,9.173507,7.0
31870,7.8970523,-5.0585785,5.0
8647,-9.587348,3.040709,1.0
53019,1.36578,1.0345198,8.0
17040,-8.306314,-3.7211716,2.0
40888,-3.2424762,0.055795673,6.0
59277,3.434065,5.225608,9.0
9640,-4.129307,3.1330037,1.0
69095,6.293007,3.6997833,9.0
46706,0.0029628146,9.417706,7.0
67121,2.298525,8.545363,7.0
57038,0.12134123,4.000429,9.0
61364,-3.7849796,2.0992923,1.0
37403,-5.0879164,-4.2266006,6.0
46565,5.460301,8.336471,7.0
22489,5.612768,-3.0243914,3.0
54660,6.2657547,2.7362244,9.0
55716,7.6514316,3.745936,9.0
54900,1.0736353,4.901223,9.0
17404,-8.033788,-4.2604866,2.0
2378,1.5521674,-6.565524,0.0
15269,-1.4822038,-5.15604,2.0
41562,-3.1532836,-6.14228,6.0
39830,-3.409388,-7.132621,6.0
57394,0.7106344,6.9061646,9.0
52203,5.9756308,-7.1102653,8.0
14664,-5.2439117,-0.6036875,2.0
32468,-1.4858612,-0.86917996,5.0
52359,1.6528616,0.869444,8.0
63678,4.403014,-5.3284516,3.0
33437,0.990013,-2.1538057,5.0
43636,-0.0794499,10.505701,7.0
66971,-3.87482,-5.512496,6.0
20652,2.0464082,-3.9448266,3.0
53578,-0.10731812,0.8349501,8.0
31266,-2.7790816,-1.6018906,5.0
64231,2.499367,3.6707447,4.0
23798,4.12087,-5.2651377,3.0
56625,2.1651652,5.106506,9.0
67893,1.0314399,10.412609,7.0
65321,4.105235,-2.636518,5.0
33460,5.5190086,-4.253098,5.0
38286,-5.518587,-4.729252,6.0
49492,1.097491,0.08380634,8.0
8854,-1.9052476,2.335524,1.0
11830,-10.118094,1.1051625,1.0
23556,0.22382912,-3.9275396,3.0
28209,0.8041096,3.0096488,4.0
27137,2.4608634,7.0582485,4.0
52849,0.52543217,0.06288315,8.0
30893,-0.32216683,-1.8211756,5.0
26905,3.7070606,7.254938,4.0
56111,4.296514,1.1498024,9.0
34414,-1.2906649,-10.606965,5.0
53164,6.619924,-3.8531227,8.0
51510,4.1069674,-1.9940399,8.0
52185,-1.4324936,0.46137926,8.0
29977,9.259813,3.8060777,4.0
42469,1.7623475,10.232444,7.0
9648,-5.5213385,3.0310514,1.0
11840,-7.5264125,5.104318,1.0
46851,1.5102844,8.420429,7.0
23178,2.6554253,-3.6808696,3.0
19912,1.7137098,-3.8663888,3.0
53631,2.15118,1.5649112,8.0
8277,-5.478226,3.0900977,1.0
39759,-4.8462434,-7.7702956,6.0
51988,1.6261536,2.075164,8.0
21358,3.4339232,-5.3064027,3.0
66318,-3.5730593,-5.4772696,6.0
8791,-3.103989,3.6698265,1.0
11836,-4.966848,2.482796,1.0
49765,2.1245034,1.5179468,8.0
39716,-3.4088326,-5.2987943,6.0
69236,5.6940804,3.588515,9.0
26288,-1.2878578,7.3985357,4.0
37221,-3.9732418,-4.920042,6.0
19685,6.084254,-4.025161,3.0
32413,0.07955035,-4.811415,5.0
60765,0.23818676,-9.483342,0.0
30318,2.1060855,6.834324,4.0
62771,-4.772333,-0.94102776,2.0
37722,-5.727018,-5.1768236,6.0
50128,7.088276,-5.628059,8.0
26590,5.168717,4.860556,4.0
46762,5.4695954,8.264551,7.0
31764,3.3312197,-2.272007,5.0
48756,-1.3217797,-3.4795012,8.0
26466,0.084042646,3.332187,4.0
68384,1.8190427,1.0037782,8.0
51743,1.8277907,1.2640332,8.0
52425,-1.1089202,0.660303,8.0
56143,-0.12099145,4.697976,9.0
54574,9.160261,2.652442,9.0
66941,-3.4715369,-7.8189726,6.0
31059,2.5122926,-3.3013299,5.0
69562,2.4708278,6.2225556,9.0
23808,5.2075458,-3.545061,3.0
61782,-5.593872,4.7928643,1.0
28154,-0.30599812,7.263147,4.0
68612,5.9223313,-7.028938,8.0
29771,-0.8156247,6.830449,4.0
44169,0.4799325,10.214513,7.0
42515,5.0307145,2.6336668,7.0
58016,-0.2041898,4.906171,9.0
40577,-3.3139882,-8.027501,6.0
4027,3.3253071,-9.666986,0.0
20767,3.048877,-5.1733394,3.0
20287,3.3866365,-4.1220813,3.0
37118,-4.81945,-4.012462,6.0
24161,4.8690686,-3.4961739,3.0
56334,-0.06366075,4.9783416,9.0
69647,3.3057687,4.616439,9.0
46315,1.2100345,9.935202,7.0
8571,-2.3449662,2.3913426,1.0
47126,1.1010234,9.905209,7.0
49743,0.58449674,1.3559375,8.0
56370,3.09929,4.8388267,9.0
56538,0.5550009,5.9571605,9.0
27926,1.1393479,3.2071514,4.0
24987,5.8728414,5.3718915,4.0
49463,6.9568806,-6.3152637,8.0
67930,-3.251843,8.760127,7.0
23052,0.84449446,-3.4804385,3.0
68316,3.5707443,-0.0085776895,8.0
23307,3.9368224,-4.666891,3.0
66725,-5.1870637,-5.2604747,6.0
1875,2.4330926,-8.268025,0.0
39774,-3.6137168,-9.170386,6.0
66720,-4.4603834,-7.774742,6.0
10763,-2.4257462,2.3600786,1.0
63594,7.423873,-1.5973828,3.0
25281,8.814582,4.074884,4.0
34196,2.370363,-4.361533,5.0
27784,7.78941,4.138019,4.0
51427,3.7596982,-0.3474445,8.0
12287,-3.7134762,4.1729035,1.0
47296,-3.410705,8.993184,7.0
34209,1.5002867,-3.8734872,5.0
62900,-8.233792,-0.8139318,2.0
15202,-5.2863727,-0.11420074,2.0
45632,4.9742885,8.3525915,7.0
29277,2.8408568,4.9311433,4.0
35626,0.55613595,-4.7939277,5.0
43710,2.6199403,8.908869,7.0
52661,0.9929503,2.0061028,8.0
67431,5.521192,1.9877126,7.0
11194,-9.132261,4.0527644,1.0
65293,8.450073,-2.1848278,5.0
39752,-3.5900025,-9.541526,6.0
18841,6.141616,-3.3853886,3.0
25925,4.8559227,5.084238,4.0
41245,-3.94227,-5.4181943,6.0
44776,7.314988,2.9571683,7.0
1053,-0.51138306,-8.506532,0.0
32261,-2.1511567,-1.24364,5.0
65298,7.8855677,-5.0664983,5.0
49799,5.039457,0.1015545,8.0
57482,-1.8890594,7.855555,9.0
26349,3.9588614,5.3938327,4.0
58974,6.269931,3.6328478,9.0
55949,2.5390837,5.7003374,9.0
51597,2.4765975,1.3825824,8.0
6935,-5.6218915,4.938004,1.0
36974,-3.2837195,-5.6021767,6.0
879,-0.2138322,-6.330902,0.0
64875,-1.0066127,5.6730757,4.0
39349,-5.474644,-6.8028646,6.0
54855,4.9456673,5.501574,9.0
