index,xtsne,ytsne,label
10307,-2.4255276,4.287805,1.0
39261,2.414915,-9.763804,6.0
62934,-4.29627,0.048673976,2.0
51232,3.9585993,2.338819,8.0
9532,-2.3577178,3.8806245,1.0
3369,8.5515785,-4.281467,0.0
52748,0.66184646,5.8909454,8.0
24728,4.704276,-1.6062332,3.0
5071,11.788168,-6.070166,0.0
68278,-0.18104637,-0.13628396,8.0
8761,1.42427,10.769043,1.0
19789,-2.1692958,-6.98961,3.0
29853,-8.307195,-3.9185224,4.0
36090,2.5963275,-10.796322,6.0
49999,-0.679085,0.15054199,8.0
32025,-4.1863394,-2.3901963,5.0
8663,0.8556541,7.9607925,1.0
6663,-2.3454378,3.878515,1.0
13887,-2.2404246,7.525694,2.0
58842,-6.5184555,-1.4884897,9.0
39502,0.48041174,9.67447,6.0
68929,0.10388879,-1.4964911,8.0
45921,-10.39104,8.232189,7.0
60944,10.5796795,-1.1398541,0.0
61729,-0.15306832,8.804069,1.0
12823,-1.2896603,9.311329,2.0
66941,1.2186489,-11.27686,6.0
15702,4.72195,7.0840864,2.0
16676,9.133271,7.5789123,2.0
21676,4.260567,3.8006773,3.0
15575,10.17059,6.0160866,2.0
49311,5.0513005,2.6529918,8.0
35635,-5.430386,-2.7001228,5.0
3048,9.018982,-4.30976,0.0
41465,2.9523416,-10.317554,6.0
12623,1.7262802,11.13395,1.0
54548,-6.5635343,-5.244655,9.0
38423,2.7291224,-10.28007,6.0
12518,0.10246631,8.445321,1.0
29110,-9.216278,-3.826409,4.0
61242,-0.22654326,8.607686,1.0
47697,-12.612598,2.5195706,7.0
60293,13.918628,-2.513933,0.0
23804,3.7423766,-3.5986273,3.0
51473,2.1127977,1.7263604,8.0
38497,1.9494487,-12.63368,6.0
68471,-0.7687396,-0.80193263,8.0
27069,-4.961268,7.344054,4.0
9498,-2.4872851,3.1092825,1.0
69143,-9.432835,-1.6036927,9.0
62604,9.834579,6.253275,2.0
7474,1.9662776,9.787841,1.0
630,9.6666,-0.8269246,0.0
1722,8.70104,-0.10351424,0.0
54894,-8.65438,-0.766186,9.0
55240,-8.5631,-5.588347,9.0
5192,9.534452,-4.6966486,0.0
56065,-8.200231,-7.08644,9.0
16009,9.70909,3.6765363,2.0
51534,3.8341572,3.4318235,8.0
64277,-7.645368,-1.8104521,4.0
25296,-5.3207436,6.4860063,4.0
13853,-3.487592,11.413837,2.0
26581,-10.168769,-2.906491,4.0
60785,12.744591,-2.3045063,0.0
15021,8.446915,6.932382,2.0
33682,-1.9504818,-4.475104,5.0
65249,-2.1074715,-2.9329634,5.0
64930,-8.0821495,1.5091178,4.0
38322,1.8751652,-9.997308,6.0
62846,10.123127,5.406141,2.0
34230,6.276642,-0.1369052,5.0
20854,-2.9552646,-5.004977,3.0
22003,0.7373845,-4.2936425,3.0
8337,-0.20320944,7.921594,1.0
5111,10.534449,-1.176026,0.0
45342,-11.475541,2.437489,7.0
44165,-6.3378477,9.144728,7.0
40799,2.3315413,-12.941023,6.0
68739,1.0988424,0.0030496465,8.0
54117,-4.530948,8.768782,9.0
60825,11.764319,-5.466958,0.0
10921,-2.6504261,4.7396417,1.0
31555,-0.5303486,2.147978,5.0
52015,3.1997902,3.4151604,8.0
61055,-2.735612,2.6384373,1.0
46033,-6.8202558,0.66045594,7.0
18451,10.664622,5.313183,2.0
469,12.128401,-4.550295,0.0
61409,-2.1945682,3.6936789,1.0
10059,0.82879406,6.184358,1.0
7257,1.0960761,8.733392,1.0
63711,2.9046698,-6.1582747,3.0
31259,2.6853054,-6.2214484,5.0
342,12.993178,-2.4121242,0.0
40105,0.29125693,-12.860914,6.0
34561,-0.9178349,1.6848824,5.0
3279,12.374113,-0.083249174,0.0
18036,-2.7036746,6.941921,2.0
3054,7.1968985,-2.8225443,0.0
7119,2.3397274,11.862554,1.0
25473,-9.808385,0.7947831,4.0
1452,12.385271,-4.033701,0.0
24012,1.2612394,-0.29112577,3.0
14221,3.7159958,7.0914598,2.0
46595,-10.513417,5.8847833,7.0
34459,5.568429,-4.848697,5.0
63159,0.26868588,-4.7861986,3.0
38319,4.887044,-9.2334585,6.0
65101,-11.3971815,-4.1811404,4.0
16043,5.9740624,5.117221,2.0
22198,4.8225346,-2.3242078,3.0
64009,-2.0325785,-8.279523,3.0
36291,2.8996208,-12.58181,6.0
30395,-8.044478,1.6571339,4.0
54393,-7.662807,-8.175652,9.0
38444,3.5283277,-13.025517,6.0
30438,-9.565503,1.0570846,4.0
41101,6.901929,-9.149901,6.0
39124,1.6749651,-10.569757,6.0
65659,1.8169351,-1.2319013,5.0
31977,-4.1027746,-1.257092,5.0
21624,0.7513975,-5.361326,3.0
52118,4.4661064,2.7630215,8.0
31251,-3.7318952,-0.7399679,5.0
62551,4.5522685,7.3986697,2.0
40467,1.513357,-11.2517,6.0
42175,-8.282198,7.432623,7.0
21958,1.9691701,-3.4084513,3.0
45301,-7.882989,8.381926,7.0
23323,-0.1848899,-8.018163,3.0
43220,-10.223549,4.877672,7.0
35130,-3.9466157,-4.615103,5.0
44743,-9.968878,7.4671745,7.0
40877,3.5222578,-12.074407,6.0
32881,-1.8635195,-3.0005038,5.0
53937,2.4812896,4.9053545,8.0
38680,3.8904378,-9.887567,6.0
65083,-10.549431,-4.006932,4.0
22102,4.5297832,-2.4325204,3.0
16494,8.596855,8.4201355,2.0
31938,-2.8835948,-1.9659165,5.0
22841,5.4057465,-1.2266288,3.0
60953,10.08494,0.2316783,0.0
15738,10.667395,5.2897167,2.0
48671,-3.7951443,-6.439599,8.0
52840,0.2200839,-1.0191376,8.0
805,10.42229,-5.6840687,0.0
14014,10.334522,6.0406914,2.0
39951,2.746794,-12.491467,6.0
50512,-4.1021504,-2.218112,8.0
55801,-9.444287,4.496536,9.0
33121,5.9128532,-0.24264884,5.0
16644,7.9802585,5.5130587,2.0
49008,0.011137396,-7.61537,8.0
32373,0.3079652,-7.9270806,5.0
49735,3.7959292,3.3378615,8.0
68198,0.16817139,-1.6811976,8.0
52354,3.2431707,1.4817469,8.0
23196,5.4260406,6.2725453,3.0
57531,-8.564789,-0.9885571,9.0
51751,4.241024,1.2916511,8.0
24078,-2.7985017,-5.893431,3.0
9163,-2.5162644,5.115271,1.0
4562,10.7174225,-3.2357306,0.0
25681,-6.80554,3.9301617,4.0
21244,4.065822,-3.7865598,3.0
11524,1.3682137,10.589886,1.0
15859,3.357254,6.885674,2.0
22441,2.9981422,-4.0671687,3.0
49844,-4.029216,9.735466,8.0
8825,0.03460607,5.4241166,1.0
45017,-6.54781,8.858672,7.0
60294,9.8847065,-5.0182137,0.0
49951,-0.3746138,-0.15949386,8.0
67867,-11.012561,4.0859904,7.0
18093,5.854826,4.2307167,2.0
21286,2.850754,-5.2027574,3.0
5677,8.940296,-5.01524,0.0
66675,0.7256724,-12.495615,6.0
65440,-1.8667293,-3.0077279,5.0
35290,-0.34271348,-8.2097,5.0
18315,6.491724,5.234487,2.0
53938,-0.58439153,0.6625189,8.0
63376,-3.1088834,-6.0565586,3.0
32348,-0.15041889,-5.651556,5.0
15748,4.1045914,8.755567,2.0
15617,9.9583025,5.442358,2.0
61125,-2.2373905,3.8038273,1.0
24585,-3.0170784,-4.6857347,3.0
61440,-0.36987114,7.594978,1.0
34590,0.018607378,-5.320967,5.0
18814,3.7888398,-3.3626466,3.0
48396,-0.08722859,0.025748981,8.0
14556,-2.0123074,8.1231165,2.0
57307,-8.296877,-0.11428938,9.0
50425,-4.606694,-5.8823805,8.0
29793,-5.312315,4.8837595,4.0
47119,-5.011021,1.3561785,7.0
50936,-0.24707496,1.0502257,8.0
30869,6.060998,0.13690543,5.0
39087,4.2493267,-7.64292,6.0
40979,2.7761116,-9.582201,6.0
49591,-1.4020213,-0.4251908,8.0
59240,-8.8350725,-5.6804323,9.0
8448,-2.3977602,4.5668745,1.0
31302,-1.2014678,-3.8667374,5.0
9178,0.7236334,9.967253,1.0
36821,0.06034598,-12.448121,6.0
58021,-7.4284883,2.8510435,9.0
59282,-6.7625146,-2.1428266,9.0
27724,-5.648883,3.3198595,4.0
50999,1.9116151,13.312341,8.0
2216,9.919184,-1.3326832,0.0
27601,-5.534191,-8.060455,4.0
47025,-9.969505,6.685854,7.0
66483,2.9984612,-12.699449,6.0
56796,-6.6914897,4.5513873,9.0
60790,12.141394,-2.987362,0.0
38590,4.2987404,-7.5962315,6.0
14184,8.473566,4.634559,2.0
37631,1.428454,-12.107102,6.0
15538,-2.125239,8.035971,2.0
43466,-9.418628,8.759629,7.0
36504,0.68140346,-13.728347,6.0
3067,9.071018,-3.055371,0.0
26053,-4.338887,7.0877695,4.0
10338,1.3066266,9.068876,1.0
45571,-6.0260286,9.143235,7.0
20675,-0.8310886,-5.5805616,3.0
28513,-5.545345,6.084444,4.0
22085,4.525789,-4.8319783,3.0
39984,7.026237,-9.4010105,6.0
30889,-0.62166625,2.5008638,5.0
64598,-5.0961185,1.76469,4.0
35653,-1.8544427,-6.652811,5.0
50351,5.396281,2.6773307,8.0
38338,5.050788,-10.960549,6.0
58364,-6.6645246,-3.598834,9.0
35684,0.15680103,-7.0703373,5.0
66172,5.3197603,-7.7176447,6.0
19403,2.5811622,-4.555696,3.0
39467,6.6193495,-8.53887,6.0
29625,-6.515709,-0.22546183,4.0
13319,2.5106313,9.346326,2.0
44937,-6.5333796,-1.8002498,7.0
53514,2.2331278,1.8511952,8.0
66251,0.9930426,-11.711669,6.0
45287,-10.609295,3.312475,7.0
12548,0.064229585,7.6323695,1.0
59364,-11.198926,-2.8941662,9.0
19200,-1.3057405,-5.952973,3.0
50058,2.798137,2.5878174,8.0
63196,0.453714,-7.896507,3.0
20722,0.56578505,-2.7609234,3.0
42070,-7.0576797,9.959449,7.0
59001,-6.1660647,-2.6712399,9.0
16277,9.308941,5.4730043,2.0
59395,-8.498792,-2.5396154,9.0
29311,-7.3149066,2.1155293,4.0
65408,0.21193032,-2.079345,5.0
7819,-2.979038,2.7470212,1.0
43236,-5.1522927,0.4243542,7.0
53529,-7.2610397,6.8745728,8.0
40561,7.077548,-9.503887,6.0
67565,-7.0746355,-0.352169,7.0
52687,2.0793238,1.0443418,8.0
57046,-8.482141,-4.5751443,9.0
23304,0.6004493,-4.572983,3.0
14560,6.0558004,8.86534,2.0
6184,-2.592763,4.4694457,1.0
28164,-5.1016455,5.5665455,4.0
27287,-8.24049,1.0826734,4.0
33236,0.291972,2.7730935,5.0
49843,1.5627164,0.774283,8.0
48516,3.9484997,2.6633677,8.0
17336,3.4890532,7.729235,2.0
63870,4.7501,-1.6660839,3.0
24445,4.9368305,-2.4853654,3.0
38330,0.814605,-12.378964,6.0
20182,0.7944367,-2.958504,3.0
549,11.47913,-0.42784634,0.0
52398,3.3580353,-6.0950284,8.0
13942,-9.031323,7.997793,2.0
49135,-3.1557043,-7.439977,8.0
10002,-2.009102,5.729022,1.0
17908,9.807556,6.0355353,2.0
57712,-7.0537148,8.502297,9.0
45829,-11.4113035,7.612056,7.0
59577,-8.761666,-7.3800526,9.0
42427,-11.345272,0.519983,7.0
65319,-2.3668754,-1.9776497,5.0
20110,3.1377664,-6.276755,3.0
11696,-0.309152,7.3894453,1.0
14296,5.8293056,5.867547,2.0
47839,-10.016737,7.025696,7.0
43116,-9.737481,5.1665697,7.0
17092,-6.3918476,0.7736162,2.0
4548,10.765894,-2.744468,0.0
59778,-9.937405,3.707807,9.0
43832,-8.459409,6.9868574,7.0
69048,-7.1228085,0.288841,9.0
61506,-1.0166491,5.7361484,1.0
589,12.779497,-2.0293407,0.0
3689,13.083264,-4.0266123,0.0
36246,2.0556993,-9.74103,6.0
10975,1.956201,12.705354,1.0
25641,-8.512974,-0.99166065,4.0
25484,-8.509377,-7.244409,4.0
22785,1.1557195,-5.231417,3.0
47405,-11.98907,0.96244276,7.0
21876,2.3240976,-6.1250877,3.0
38197,5.2762814,-8.234804,6.0
27488,-8.617943,-1.6452674,4.0
46849,-8.122505,9.907933,7.0
37237,3.9882424,-11.40309,6.0
14527,9.030534,5.6422415,2.0
46032,-7.2284203,8.421175,7.0
11905,1.8803027,10.987308,1.0
28834,-10.255463,-3.74547,4.0
21134,4.71803,-2.5633106,3.0
27880,-7.613929,1.7515202,4.0
12599,-1.9691002,1.8868318,1.0
1474,9.567277,-6.3796816,0.0
49592,2.8552098,1.9864736,8.0
21881,2.5645843,-5.218925,3.0
22279,0.06318867,-2.8141766,3.0
9980,-0.85092944,5.5113177,1.0
34282,-1.1170897,-7.657218,5.0
63179,4.0414853,-2.4684308,3.0
26120,-4.0282497,7.1285644,4.0
46321,-12.277101,0.044987842,7.0
41082,6.461737,-10.507895,6.0
27152,-7.382767,-0.19437206,4.0
13080,4.436599,8.412264,2.0
57675,-6.5235353,6.090137,9.0
11823,3.2814136,13.034455,1.0
28175,-8.768463,4.251217,4.0
41415,0.6262535,-13.599939,6.0
23543,1.9056274,-8.466408,3.0
24816,-4.10836,7.1764574,4.0
55548,-7.0433893,-2.6512728,9.0
66380,2.4125144,-11.916726,6.0
33685,-0.96737844,-6.3244743,5.0
25946,-9.200047,-1.2737107,4.0
39451,0.4776826,-14.638068,6.0
43766,-11.415204,0.16931924,7.0
31592,-1.4289511,-4.7342196,5.0
14970,6.908019,5.2406406,2.0
47629,-7.5507035,9.651069,7.0
16163,6.7273264,6.448011,2.0
14074,9.171363,7.448003,2.0
48530,-0.44662926,-1.3936777,8.0
22903,3.8952081,-0.7408139,3.0
60271,11.77396,-5.143307,0.0
5838,11.61279,-1.0884817,0.0
17129,7.8526115,6.582563,2.0
28192,-10.725343,-4.950855,4.0
60505,12.835438,-3.0444195,0.0
68117,0.8990115,1.0919458,8.0
38642,2.9856017,-10.728466,6.0
2922,11.06736,-6.4275618,0.0
55482,-8.882912,-5.9958353,9.0
18063,4.5107684,7.6288567,2.0
60940,8.904074,-1.1080799,0.0
63069,8.080209,6.981172,2.0
40876,5.6111584,-9.023624,6.0
748,10.685509,-5.360445,0.0
69409,-6.362799,-2.806498,9.0
30133,-6.8623557,2.5241802,4.0
44850,-11.269402,2.2145119,7.0
33292,-3.2351708,-0.7207517,5.0
14963,5.6641574,4.2145557,2.0
48389,-1.0347306,-0.6060326,8.0
3000,11.355628,-6.4671836,0.0
12357,-2.3545778,2.8915575,1.0
4370,13.089043,-4.1563835,0.0
9624,1.0346252,8.714393,1.0
41097,0.8472342,-12.505486,6.0
64735,-10.283533,-6.6045704,4.0
44319,-10.2027855,7.546485,7.0
44412,-11.492776,5.196209,7.0
34372,-0.97045445,-3.9499729,5.0
5562,9.241836,-4.8804007,0.0
22880,4.7507386,-3.0626285,3.0
36315,6.632055,-9.900108,6.0
67963,-11.245272,5.1539016,7.0
33182,-0.8623353,-7.9580784,5.0
34512,0.16126245,-7.433319,5.0
32245,-0.71575934,2.2574117,5.0
36471,2.8894522,-11.504983,6.0
21204,-4.9438357,-0.031712916,3.0
55213,-7.647856,4.6163816,9.0
20862,2.9427516,-2.5938644,3.0
22354,3.254167,-4.222065,3.0
29773,-6.2416773,-0.9641158,4.0
23035,1.4628212,-5.0574183,3.0
4473,10.692078,-2.9862013,0.0
49263,-3.819773,-6.4552345,8.0
3188,11.195949,-0.26913983,0.0
21524,4.7216907,-1.8819344,3.0
9060,-2.0453017,3.9734728,1.0
16437,8.398102,6.8562455,2.0
3390,12.827668,-2.3182144,0.0
3790,11.875811,-0.8489869,0.0
25258,-9.079067,-7.085869,4.0
60125,11.8098345,-4.9785647,0.0
66413,5.7579055,-7.7563543,6.0
10796,0.5957492,10.374982,1.0
246,8.10036,-5.0060024,0.0
1221,11.500031,-6.2376146,0.0
60068,12.826141,-4.7252245,0.0
14485,4.1087193,7.726908,2.0
38106,1.0531379,-11.965605,6.0
61060,-1.6640874,5.4671144,1.0
59265,-5.889393,1.349318,9.0
32175,-2.971407,-2.3863173,5.0
32243,-2.603404,-0.38740426,5.0
66276,1.6298035,-11.2715225,6.0
53878,2.8466022,2.7552388,8.0
43443,-11.5793915,0.44691122,7.0
54257,-8.486235,-4.8675203,9.0
26759,-10.276641,-6.0801926,4.0
63489,3.2531815,-1.6867871,3.0
11888,-2.4428093,5.1025662,1.0
24740,5.3174267,0.5636613,3.0
46386,-8.604703,7.4134007,7.0
52218,-2.4633958,-2.2543004,8.0
2437,9.469096,-4.9824076,0.0
592,12.9897785,-2.2365224,0.0
7488,-1.7899717,4.1537247,1.0
49132,-0.6158209,7.7011867,8.0
45387,-5.8063674,9.912305,7.0
10933,0.7309387,8.83062,1.0
39209,5.2306643,-8.180229,6.0
46130,-9.819722,7.023314,7.0
1299,9.897574,0.46663994,0.0
46139,-12.01938,5.134236,7.0
54858,-6.5306354,4.4465356,9.0
3336,10.537765,-1.281167,0.0
6889,-1.2987461,4.840227,1.0
55511,-7.0139475,0.47704056,9.0
60952,12.101787,-0.745426,0.0
40643,1.3734143,-13.616944,6.0
15795,6.5984197,5.9085135,2.0
57434,-8.223466,-4.9552374,9.0
55900,-8.865425,-5.998219,9.0
46745,-10.841246,7.6726,7.0
68392,3.9558723,1.8794289,8.0
56806,-7.3859735,3.0939443,9.0
64297,-9.42662,-7.338491,4.0
396,8.87657,-2.7633328,0.0
68561,-1.3985238,-7.1131077,8.0
12123,1.8865526,12.043379,1.0
59523,-8.933518,-5.387725,9.0
6958,-0.42947516,6.5968127,1.0
65310,-3.0376058,-4.811768,5.0
16519,5.1043553,7.91091,2.0
45952,-10.824378,5.664955,7.0
39978,3.9225695,-8.183073,6.0
42346,-9.849173,7.8042274,7.0
28033,-7.662243,-3.2165039,4.0
56458,-7.7322097,-2.640103,9.0
45373,-6.9343886,10.03265,7.0
38405,4.9767184,-8.904422,6.0
59444,-6.812711,-5.4510694,9.0
308,10.666604,-1.561022,0.0
49709,4.334786,1.2276849,8.0
52641,-2.0497854,-5.1939483,8.0
36711,3.923091,-11.660752,6.0
10930,0.47890592,10.401747,1.0
53560,-1.3753551,-0.37301418,8.0
16634,4.3834743,11.148543,2.0
62016,0.6151108,5.827912,1.0
8022,-0.38576722,6.5057693,1.0
46961,-11.73701,-0.68440294,7.0
37659,5.2230816,-8.4029,6.0
62155,3.8189218,7.4966755,2.0
15192,-2.8907294,2.8578997,2.0
11,10.4741,-5.6669436,0.0
24363,1.9611506,-5.6017284,3.0
29043,-8.86196,-0.87840796,4.0
45026,-12.851426,-0.29781994,7.0
15627,6.366541,7.3449078,2.0
35321,-1.6029611,-6.024842,5.0
53846,2.2239308,2.2365568,8.0
36150,3.2526848,-10.48672,6.0
61229,-2.8720856,3.343468,1.0
24340,-2.2117686,-5.2292285,3.0
23586,1.6157651,-5.36153,3.0
28632,-6.5680575,2.9714477,4.0
1476,7.346119,-3.4358988,0.0
26580,-9.193022,-2.8097188,4.0
11197,-2.7809167,3.6353283,1.0
44771,-12.010409,0.88030654,7.0
43460,-8.719123,8.74518,7.0
12046,0.6435683,8.034366,1.0
557,9.945902,-1.547625,0.0
36455,6.4809017,-9.378484,6.0
39344,0.8345795,-10.504103,6.0
13911,9.927127,3.361343,2.0
22086,-0.08392627,-5.4537234,3.0
5193,10.14295,-1.8341453,0.0
66853,1.223336,-11.230917,6.0
12814,8.21109,3.7960453,2.0
23836,3.3128994,-4.8273787,3.0
4420,11.19506,-4.515243,0.0
25020,-9.865198,-7.1544585,4.0
56369,-7.559513,-1.1362549,9.0
66663,7.119408,-9.178353,6.0
55382,-8.347366,-2.9548843,9.0
28026,-8.372448,-3.7351665,4.0
66927,2.5092816,-11.356185,6.0
43607,-9.470397,9.602605,7.0
65985,5.9578266,0.094594635,5.0
56746,-8.240426,-5.54007,9.0
47604,-11.138299,2.5188112,7.0
25216,-9.502635,-4.3667684,4.0
49884,-3.9692314,5.4857326,8.0
12369,2.5489159,12.569359,1.0
14272,6.1119566,5.657938,2.0
12584,1.7940038,10.728056,1.0
47572,-10.5293255,5.2631893,7.0
59411,-8.234084,3.3490305,9.0
69633,-8.33161,3.0266201,9.0
8332,0.13262288,8.168926,1.0
43823,-11.808341,3.4737928,7.0
44451,-9.920378,7.509657,7.0
2189,8.733379,-1.6589247,0.0
25942,-8.305503,-3.4599152,4.0
16718,4.8049345,7.567853,2.0
35776,-1.3497217,-7.478279,5.0
39166,0.26359665,-12.85685,6.0
56069,-5.539579,1.3651731,9.0
62240,5.349001,7.6512356,2.0
61442,-2.4355912,3.958959,1.0
35457,1.8106805,-0.05972849,5.0
36270,1.3026919,-11.681046,6.0
59917,-6.6738815,6.617219,9.0
17917,-3.955423,9.844689,2.0
1598,11.611122,-3.9528096,0.0
33643,-2.2739232,-0.5076887,5.0
49859,4.49497,0.36452442,8.0
34250,-0.6992425,2.1580312,5.0
21113,2.0878723,-1.308329,3.0
44403,-11.37775,1.134988,7.0
7767,-0.34940705,6.229761,1.0
12215,0.97853273,7.6923285,1.0
69808,-7.486501,5.9426293,9.0
8501,0.7567484,11.681116,1.0
33754,6.1646276,-1.4033138,5.0
12511,1.2626597,9.46301,1.0
55341,-8.242846,5.0391083,9.0
67353,-7.799989,10.001798,7.0
36754,6.9427524,-8.642427,6.0
8720,0.6421773,10.109632,1.0
37420,0.04759436,-13.761896,6.0
5923,1.9372442,12.064226,1.0
65832,-2.7438812,-4.1873975,5.0
5241,11.968914,-3.472099,0.0
28717,-5.4476514,-8.034809,4.0
20416,1.8890489,-4.30306,3.0
66688,2.8878925,-11.058202,6.0
56138,-7.9928117,-3.1227303,9.0
32511,-3.7576056,-5.835012,5.0
23366,-2.1238372,-8.109965,3.0
69140,4.0624046,-0.79835004,9.0
35134,-2.4478147,-2.3633163,5.0
23236,3.4268084,-2.301784,3.0
13885,4.564333,3.7270007,2.0
3337,11.643179,-0.75940883,0.0
40082,0.5405481,-13.65044,6.0
49164,3.8360476,2.0303738,8.0
18406,8.784279,4.4116464,2.0
28993,-10.416773,-5.0134115,4.0
50085,4.3591137,1.8684372,8.0
49896,-3.9314134,5.504216,8.0
52168,-2.1996708,1.2301594,8.0
26081,-7.374105,1.699922,4.0
18149,8.267713,5.3682494,2.0
20649,-0.009649634,-5.731724,3.0
41205,3.714291,-11.923172,6.0
22038,1.9267658,-3.2793272,3.0
39756,0.20145535,-12.576004,6.0
57802,-6.694574,5.1389284,9.0
21630,-0.36554793,-8.9097595,3.0
2175,12.072903,-5.482353,0.0
5228,13.015364,-3.8165114,0.0
63630,1.1615226,-3.6851983,3.0
68696,3.8344789,3.2822244,8.0
18728,4.018175,-2.7997613,3.0
49020,-5.9314704,10.68755,8.0
52191,-8.440637,-5.8951592,8.0
3020,12.128591,-1.3119493,0.0
22142,4.076627,0.7396388,3.0
5968,0.79435223,10.964468,1.0
18145,4.8258944,7.2237525,2.0
58524,-10.21432,-2.8281796,9.0
3551,11.527948,-5.1900544,0.0
15175,8.503998,8.123243,2.0
894,9.964604,-2.8074288,0.0
16976,7.5898333,6.8825316,2.0
33105,5.82248,-4.0258656,5.0
66116,4.7650633,-8.931471,6.0
20266,0.97246295,-4.562183,3.0
58726,-8.071087,-2.3004725,9.0
31077,0.42117235,3.0983443,5.0
18077,5.178677,7.5793285,2.0
61019,-2.5034008,5.08962,1.0
45192,-5.0459595,0.6033417,7.0
2529,10.468416,-5.610718,0.0
46494,-4.7849393,9.037241,7.0
46896,-10.104359,5.2095366,7.0
17674,7.320148,6.9963193,2.0
14303,6.606203,4.548569,2.0
2510,8.758823,-3.4746003,0.0
48468,0.30797902,0.042657245,8.0
4431,11.780187,-5.8920364,0.0
64662,-5.4209957,7.1739736,4.0
40797,1.5432777,-13.060667,6.0
36493,0.6817363,-13.407533,6.0
30906,-2.7170055,-2.2480633,5.0
32560,-2.4473252,-2.312396,5.0
13978,9.259852,7.5616975,2.0
17650,6.0980616,7.619473,2.0
40565,3.2272408,-10.895293,6.0
27095,-9.773916,-3.5793915,4.0
69310,-7.474072,0.19615826,9.0
34841,-2.949617,-1.642643,5.0
65893,0.59406537,3.905944,5.0
9622,0.6127297,11.635725,1.0
44961,-7.6413913,9.492454,7.0
47865,-4.926262,1.0355381,7.0
24071,1.113975,-7.500619,3.0
3694,10.568339,-6.6134167,0.0
41013,5.056259,-10.153797,6.0
21698,6.992303,1.41649,3.0
3901,11.729629,-3.1277406,0.0
8359,-2.429035,3.0944586,1.0
38990,6.948863,-8.697022,6.0
32131,0.5349596,3.6197226,5.0
24417,2.9723568,-4.456456,3.0
51982,2.4212308,2.1719117,8.0
2378,8.070543,-4.1358547,0.0
54304,-5.69902,1.5807923,9.0
53633,2.1132386,-7.033524,8.0
59958,-8.205823,2.9150548,9.0
56188,-6.977571,3.8676896,9.0
51791,3.828469,0.7949802,8.0
1471,8.146438,-3.4994702,0.0
53977,3.884734,3.7203915,8.0
11971,0.9231411,10.036306,1.0
64920,-9.426679,-3.5715005,4.0
60464,13.272417,-2.2083166,0.0
23967,1.6482105,-6.206123,3.0
13613,9.051934,4.8492455,2.0
63274,3.3119822,-3.3336895,3.0
39094,2.367815,-9.611171,6.0
63955,4.45465,-1.0922304,3.0
47651,-9.260193,6.889796,7.0
41074,4.1442246,-11.314285,6.0
65721,6.5034423,0.022495031,5.0
5459,9.049654,-2.2696416,0.0
16774,10.761375,5.2801394,2.0
43738,-11.439599,-0.2998067,7.0
61734,3.0856552,12.663018,1.0
16897,7.9081635,3.411337,2.0
52419,1.212109,0.27648568,8.0
30158,-9.908276,-0.7176372,4.0
66860,4.717802,-11.444639,6.0
29769,-5.416504,4.860552,4.0
50156,0.20999429,-1.3429421,8.0
1301,11.290211,-0.013107315,0.0
4461,11.519654,-1.603907,0.0
30258,-9.635967,-7.683291,4.0
29986,-6.9370503,1.3990315,4.0
3151,9.965305,-5.5189247,0.0
39533,4.336808,-11.654798,6.0
27900,-11.211453,-2.8086393,4.0
44081,-8.469042,8.139418,7.0
47893,-11.57168,2.4103723,7.0
50500,2.3982084,2.2125728,8.0
1026,12.65828,-2.6095555,0.0
62748,6.444863,7.8937235,2.0
20031,5.159148,-1.4451689,3.0
34036,-5.378033,-6.545709,5.0
23014,-0.8401805,-4.205737,3.0
31327,-2.2235394,-1.9827125,5.0
2868,9.044986,-0.11131384,0.0
38233,1.5315253,-12.124505,6.0
54213,-6.6151834,7.7761154,9.0
60236,9.095758,-5.274151,0.0
33380,4.6932154,-5.556484,5.0
5908,8.998463,-1.3058394,0.0
8735,-2.3936305,4.5339365,1.0
41585,1.0721462,-11.584883,6.0
14422,5.9643946,8.183495,2.0
10560,-2.9824314,3.0290918,1.0
54906,-8.126046,4.4908643,9.0
7167,1.5805537,12.611289,1.0
26752,-6.0180407,3.9251995,4.0
20377,-0.54152566,-9.313736,3.0
4340,8.137404,-3.8898158,0.0
50631,-0.29048666,0.034982365,8.0
4265,11.956959,-1.1162974,0.0
3228,9.888583,-4.5296707,0.0
9536,-2.4964488,4.672287,1.0
38645,3.928929,-10.803874,6.0
25937,-6.502369,0.07467293,4.0
59451,-7.881038,-0.9284727,9.0
65598,0.59345174,4.0497937,5.0
21557,1.8246053,-3.2678728,3.0
68446,-2.7603595,-5.5649424,8.0
53973,4.5035233,2.9584537,8.0
34969,-0.83666265,-5.4600244,5.0
32408,-1.8868778,-8.180015,5.0
59811,-7.7489743,2.857825,9.0
63825,5.0875745,-1.5085548,3.0
22552,4.6886535,-1.589661,3.0
50759,-0.8241931,-0.9116405,8.0
67787,-7.3040824,9.492002,7.0
63000,6.1046557,8.378685,2.0
41384,4.7992396,-8.627038,6.0
8243,-2.452004,2.3585377,1.0
30213,-9.672758,1.1318464,4.0
28909,-10.467959,-4.280225,4.0
62657,9.380781,6.8959246,2.0
53280,0.26251012,-0.07493254,8.0
57494,-8.34602,2.8811557,9.0
56234,-7.8793926,-7.022312,9.0
41273,3.55379,-12.732167,6.0
34456,-0.55251515,-7.2713103,5.0
677,9.985934,-3.437602,0.0
